0 SignedUp 1669398178.844899
0 loggedIn 1669398179.548192
1 SignedUp 1669398180.659182
1 loggedIn 1669398181.362118
2 SignedUp 1669398182.463051
2 loggedIn 1669398183.170735
3 SignedUp 1669398184.44356
3 loggedIn 1669398185.143349
4 SignedUp 1669398186.342446
4 loggedIn 1669398187.054879
2 sentTextTo 1 1669398189.014107
1 receivedTextFrom 2 1669398189.01611
2 sentTextTo 1 1669398189.035221
1 receivedTextFrom 2 1669398189.037193
2 sentTextTo 1 1669398189.056232
1 receivedTextFrom 2 1669398189.058136
2 sentTextTo 1 1669398189.077321
1 receivedTextFrom 2 1669398189.079407
2 sentTextTo 1 1669398189.098346
1 receivedTextFrom 2 1669398189.100314
2 sentTextTo 1 1669398189.119394
1 receivedTextFrom 2 1669398189.121333
2 sentTextTo 1 1669398189.140331
1 receivedTextFrom 2 1669398189.142967
2 sentTextTo 1 1669398189.160631
1 receivedTextFrom 2 1669398189.162674
2 sentTextTo 3 1669398189.181289
3 receivedTextFrom 2 1669398189.1833
2 sentTextTo 3 1669398189.202333
3 receivedTextFrom 2 1669398189.204312
2 sentTextTo 3 1669398189.223252
3 receivedTextFrom 2 1669398189.2252
2 sentTextTo 3 1669398189.244394
3 receivedTextFrom 2 1669398189.246429
2 sentTextTo 3 1669398189.265538
3 receivedTextFrom 2 1669398189.267485
2 sentTextTo 3 1669398189.286565
3 receivedTextFrom 2 1669398189.288584
2 sentTextTo 3 1669398189.306925
3 receivedTextFrom 2 1669398189.309448
2 sentTextTo 3 1669398189.328327
3 receivedTextFrom 2 1669398189.330405
2 sentTextTo 3 1669398189.349444
3 receivedTextFrom 2 1669398189.351437
2 sentTextTo 3 1669398189.370568
3 receivedTextFrom 2 1669398189.3725
2 sentTextTo 4 1669398189.393047
4 receivedTextFrom 2 1669398189.395121
2 sentTextTo 4 1669398189.414183
4 receivedTextFrom 2 1669398189.416208
2 sentTextTo 4 1669398189.435286
4 receivedTextFrom 2 1669398189.437209
2 sentTextTo 4 1669398189.456301
4 receivedTextFrom 2 1669398189.458305
2 sentTextTo 4 1669398189.477476
4 receivedTextFrom 2 1669398189.47943
2 sentTextTo 4 1669398189.498587
4 receivedTextFrom 2 1669398189.500582
2 sentTextTo 4 1669398189.519616
4 receivedTextFrom 2 1669398189.521645
2 sentTextTo 4 1669398189.540361
4 receivedTextFrom 2 1669398189.5425
2 sentTextTo 4 1669398189.561468
4 receivedTextFrom 2 1669398189.563435
2 sentTextTo 4 1669398189.582547
4 receivedTextFrom 2 1669398189.58461
3 sentTextTo 0 1669398189.605198
0 receivedTextFrom 3 1669398189.607152
3 sentTextTo 0 1669398189.626293
0 receivedTextFrom 3 1669398189.628498
3 sentTextTo 0 1669398189.648268
0 receivedTextFrom 3 1669398189.65026
3 sentTextTo 0 1669398189.668918
0 receivedTextFrom 3 1669398189.670817
3 sentTextTo 0 1669398189.689876
0 receivedTextFrom 3 1669398189.691839
3 sentTextTo 0 1669398189.70921
0 receivedTextFrom 3 1669398189.711273
3 sentTextTo 0 1669398189.730387
0 receivedTextFrom 3 1669398189.732316
3 sentTextTo 0 1669398189.750749
0 receivedTextFrom 3 1669398189.752619
3 sentTextTo 0 1669398189.771735
0 receivedTextFrom 3 1669398189.773621
3 sentTextTo 0 1669398189.792957
0 receivedTextFrom 3 1669398189.795109
3 sentTextTo 1 1669398189.814619
1 receivedTextFrom 3 1669398189.816537
3 sentTextTo 1 1669398189.835654
1 receivedTextFrom 3 1669398189.83764
3 sentTextTo 1 1669398189.856686
1 receivedTextFrom 3 1669398189.858546
3 sentTextTo 1 1669398189.877865
1 receivedTextFrom 3 1669398189.879786
3 sentTextTo 1 1669398189.898942
1 receivedTextFrom 3 1669398189.9009
3 sentTextTo 1 1669398189.919452
1 receivedTextFrom 3 1669398189.921341
3 sentTextTo 1 1669398189.940366
1 receivedTextFrom 3 1669398189.942328
3 sentTextTo 1 1669398189.961558
1 receivedTextFrom 3 1669398189.963498
3 sentTextTo 1 1669398189.982631
1 receivedTextFrom 3 1669398189.984394
3 sentTextTo 1 1669398190.003571
1 receivedTextFrom 3 1669398190.005519
3 sentTextTo 2 1669398190.026126
2 receivedTextFrom 3 1669398190.02822
3 sentTextTo 2 1669398190.047322
2 receivedTextFrom 3 1669398190.049383
3 sentTextTo 2 1669398190.068627
2 receivedTextFrom 3 1669398190.070659
3 sentTextTo 2 1669398190.089609
2 receivedTextFrom 3 1669398190.091614
3 sentTextTo 2 1669398190.110679
2 receivedTextFrom 3 1669398190.11268
3 sentTextTo 2 1669398190.131798
2 receivedTextFrom 3 1669398190.133868
3 sentTextTo 2 1669398190.152896
2 receivedTextFrom 3 1669398190.154834
3 sentTextTo 2 1669398190.173826
2 receivedTextFrom 3 1669398190.175896
3 sentTextTo 2 1669398190.194869
2 receivedTextFrom 3 1669398190.196976
3 sentTextTo 2 1669398190.215976
2 receivedTextFrom 3 1669398190.217989
3 sentTextTo 4 1669398190.237916
4 receivedTextFrom 3 1669398190.239922
3 sentTextTo 4 1669398190.258917
4 receivedTextFrom 3 1669398190.260894
3 sentTextTo 4 1669398190.279782
4 receivedTextFrom 3 1669398190.281674
3 sentTextTo 4 1669398190.300845
4 receivedTextFrom 3 1669398190.30283
3 sentTextTo 4 1669398190.321892
4 receivedTextFrom 3 1669398190.323736
3 sentTextTo 4 1669398190.343375
4 receivedTextFrom 3 1669398190.345334
3 sentTextTo 4 1669398190.36455
4 receivedTextFrom 3 1669398190.366512
3 sentTextTo 4 1669398190.385703
4 receivedTextFrom 3 1669398190.387602
3 sentTextTo 4 1669398190.406586
4 receivedTextFrom 3 1669398190.408526
3 sentTextTo 4 1669398190.427722
4 receivedTextFrom 3 1669398190.429636
4 sentTextTo 0 1669398190.451795
0 receivedTextFrom 4 1669398190.453853
4 sentTextTo 0 1669398190.472931
0 receivedTextFrom 4 1669398190.474855
4 sentTextTo 0 1669398190.494967
0 receivedTextFrom 4 1669398190.497055
4 sentTextTo 0 1669398190.516097
0 receivedTextFrom 4 1669398190.518081
4 sentTextTo 0 1669398190.537145
0 receivedTextFrom 4 1669398190.539038
4 sentTextTo 0 1669398190.558232
0 receivedTextFrom 4 1669398190.560219
4 sentTextTo 0 1669398190.578691
0 receivedTextFrom 4 1669398190.5806
4 sentTextTo 0 1669398190.599632
0 receivedTextFrom 4 1669398190.601648
4 sentTextTo 0 1669398190.620718
0 receivedTextFrom 4 1669398190.622658
4 sentTextTo 0 1669398190.641871
0 receivedTextFrom 4 1669398190.6439
4 sentTextTo 1 1669398190.66443
1 receivedTextFrom 4 1669398190.666462
4 sentTextTo 1 1669398190.685466
1 receivedTextFrom 4 1669398190.687343
4 sentTextTo 1 1669398190.706679
1 receivedTextFrom 4 1669398190.708524
4 sentTextTo 1 1669398190.727776
1 receivedTextFrom 4 1669398190.729708
4 sentTextTo 1 1669398190.74882
1 receivedTextFrom 4 1669398190.750719
4 sentTextTo 1 1669398190.769552
1 receivedTextFrom 4 1669398190.771482
4 sentTextTo 1 1669398190.790573
1 receivedTextFrom 4 1669398190.792567
4 sentTextTo 1 1669398190.811992
1 receivedTextFrom 4 1669398190.81389
4 sentTextTo 1 1669398190.831217
1 receivedTextFrom 4 1669398190.833093
4 sentTextTo 1 1669398190.852254
1 receivedTextFrom 4 1669398190.854109
4 sentTextTo 2 1669398190.87457
2 receivedTextFrom 4 1669398190.876672
4 sentTextTo 2 1669398190.895846
2 receivedTextFrom 4 1669398190.897949
4 sentTextTo 2 1669398190.916908
2 receivedTextFrom 4 1669398190.918905
4 sentTextTo 2 1669398190.937934
2 receivedTextFrom 4 1669398190.939928
4 sentTextTo 2 1669398190.959058
2 receivedTextFrom 4 1669398190.961134
4 sentTextTo 2 1669398190.980385
2 receivedTextFrom 4 1669398190.982336
4 sentTextTo 2 1669398191.001387
2 receivedTextFrom 4 1669398191.003338
4 sentTextTo 2 1669398191.022258
2 receivedTextFrom 4 1669398191.024176
4 sentTextTo 2 1669398191.043388
2 receivedTextFrom 4 1669398191.045559
4 sentTextTo 2 1669398191.064566
2 receivedTextFrom 4 1669398191.06657
4 sentTextTo 3 1669398191.08689
3 receivedTextFrom 4 1669398191.088848
4 sentTextTo 3 1669398191.107979
3 receivedTextFrom 4 1669398191.110394
4 sentTextTo 3 1669398191.129048
3 receivedTextFrom 4 1669398191.131022
4 sentTextTo 3 1669398191.15018
3 receivedTextFrom 4 1669398191.152177
4 sentTextTo 3 1669398191.170219
3 receivedTextFrom 4 1669398191.172218
4 sentTextTo 3 1669398191.191288
3 receivedTextFrom 4 1669398191.19336
4 sentTextTo 3 1669398191.21246
3 receivedTextFrom 4 1669398191.214394
4 sentTextTo 3 1669398191.233444
3 receivedTextFrom 4 1669398191.235429
4 sentTextTo 3 1669398191.254741
3 receivedTextFrom 4 1669398191.25657
4 sentTextTo 3 1669398191.275751
3 receivedTextFrom 4 1669398191.277702
