0 SignedUp 1669398035.831509
0 loggedIn 1669398036.55928
1 SignedUp 1669398038.021882
1 loggedIn 1669398038.736737
2 SignedUp 1669398039.865281
2 loggedIn 1669398040.573203
3 SignedUp 1669398041.788969
3 loggedIn 1669398042.499015
4 SignedUp 1669398043.662855
4 loggedIn 1669398044.38407
0 receivedTextFrom 1 1669398045.155521
1 sentTextTo 0 1669398045.174209
0 receivedTextFrom 1 1669398045.176143
3 sentTextTo 3 1669398045.196241
3 receivedTextFrom 3 1669398045.198086
3 sentTextTo 3 1669398045.219106
3 receivedTextFrom 3 1669398045.220867
3 sentTextTo 3 1669398045.241893
3 receivedTextFrom 3 1669398045.243676
1 sentTextTo 0 1669398045.266157
0 receivedTextFrom 1 1669398045.26818
1 sentTextTo 0 1669398045.287157
0 receivedTextFrom 1 1669398045.289179
1 sentTextTo 0 1669398045.308679
0 receivedTextFrom 1 1669398045.310736
2 sentTextTo 2 1669398045.331154
2 receivedTextFrom 2 1669398045.333006
2 sentTextTo 2 1669398045.353812
2 receivedTextFrom 2 1669398045.355597
2 sentTextTo 2 1669398045.376671
2 receivedTextFrom 2 1669398045.378424
4 sentTextTo 2 1669398045.400828
2 receivedTextFrom 4 1669398045.402749
4 sentTextTo 2 1669398045.421904
2 receivedTextFrom 4 1669398045.424434
4 sentTextTo 2 1669398045.443054
2 receivedTextFrom 4 1669398045.444961
2 sentTextTo 3 1669398045.46543
3 receivedTextFrom 2 1669398045.467451
2 sentTextTo 3 1669398045.486503
3 receivedTextFrom 2 1669398045.488311
2 sentTextTo 3 1669398045.507573
3 receivedTextFrom 2 1669398045.509468
4 sentTextTo 1 1669398045.530207
1 receivedTextFrom 4 1669398045.532283
4 sentTextTo 1 1669398045.551231
1 receivedTextFrom 4 1669398045.553129
4 sentTextTo 1 1669398045.572211
1 receivedTextFrom 4 1669398045.574335
3 sentTextTo 2 1669398045.594055
2 receivedTextFrom 3 1669398045.595926
3 sentTextTo 2 1669398045.615137
2 receivedTextFrom 3 1669398045.6171
3 sentTextTo 2 1669398045.636223
2 receivedTextFrom 3 1669398045.638061
3 sentTextTo 4 1669398045.658846
4 receivedTextFrom 3 1669398045.660957
3 sentTextTo 4 1669398045.67997
4 receivedTextFrom 3 1669398045.681927
3 sentTextTo 4 1669398045.700991
4 receivedTextFrom 3 1669398045.702877
3 sentTextTo 4 1669398045.723228
4 receivedTextFrom 3 1669398045.72523
3 sentTextTo 4 1669398045.744481
4 receivedTextFrom 3 1669398045.746496
3 sentTextTo 4 1669398045.765572
4 receivedTextFrom 3 1669398045.767602
0 sentTextTo 0 1669398045.788188
0 receivedTextFrom 0 1669398045.789993
0 sentTextTo 0 1669398045.810956
0 receivedTextFrom 0 1669398045.81283
0 sentTextTo 0 1669398045.833781
0 receivedTextFrom 0 1669398045.835595
4 sentTextTo 0 1669398045.85815
0 receivedTextFrom 4 1669398045.860085
4 sentTextTo 0 1669398045.879312
0 receivedTextFrom 4 1669398045.88122
4 sentTextTo 0 1669398045.900423
0 receivedTextFrom 4 1669398045.902427
0 sentTextTo 1 1669398045.922837
1 receivedTextFrom 0 1669398045.925789
0 sentTextTo 1 1669398045.943911
1 receivedTextFrom 0 1669398045.946265
0 sentTextTo 1 1669398045.962915
1 receivedTextFrom 0 1669398045.964981
0 sentTextTo 1 1669398045.98523
1 receivedTextFrom 0 1669398045.987166
0 sentTextTo 1 1669398046.00623
1 receivedTextFrom 0 1669398046.008367
0 sentTextTo 1 1669398046.02769
1 receivedTextFrom 0 1669398046.029662
2 sentTextTo 1 1669398046.050317
1 receivedTextFrom 2 1669398046.052429
2 sentTextTo 1 1669398046.071346
1 receivedTextFrom 2 1669398046.073258
2 sentTextTo 1 1669398046.092595
1 receivedTextFrom 2 1669398046.094584
3 sentTextTo 0 1669398046.112938
0 receivedTextFrom 3 1669398046.115014
3 sentTextTo 0 1669398046.134003
0 receivedTextFrom 3 1669398046.135894
3 sentTextTo 0 1669398046.15497
0 receivedTextFrom 3 1669398046.15692
4 sentTextTo 1 1669398046.177984
1 receivedTextFrom 4 1669398046.180002
4 sentTextTo 1 1669398046.199074
1 receivedTextFrom 4 1669398046.20105
4 sentTextTo 1 1669398046.22015
1 receivedTextFrom 4 1669398046.222101
0 sentTextTo 3 1669398046.2429
3 receivedTextFrom 0 1669398046.244866
0 sentTextTo 3 1669398046.262931
3 receivedTextFrom 0 1669398046.264872
0 sentTextTo 3 1669398046.28397
3 receivedTextFrom 0 1669398046.285866
1 sentTextTo 0 1669398046.305122
0 receivedTextFrom 1 1669398046.307224
1 sentTextTo 0 1669398046.324018
0 receivedTextFrom 1 1669398046.325967
1 sentTextTo 0 1669398046.345114
0 receivedTextFrom 1 1669398046.347074
2 sentTextTo 4 1669398046.367591
4 receivedTextFrom 2 1669398046.36966
2 sentTextTo 4 1669398046.38858
4 receivedTextFrom 2 1669398046.390636
2 sentTextTo 4 1669398046.40973
4 receivedTextFrom 2 1669398046.411826
3 sentTextTo 2 1669398046.432223
2 receivedTextFrom 3 1669398046.43412
3 sentTextTo 2 1669398046.453241
2 receivedTextFrom 3 1669398046.455182
3 sentTextTo 2 1669398046.47436
2 receivedTextFrom 3 1669398046.476391
2 sentTextTo 0 1669398046.496068
0 receivedTextFrom 2 1669398046.498088
2 sentTextTo 0 1669398046.517151
0 receivedTextFrom 2 1669398046.519056
2 sentTextTo 0 1669398046.537826
0 receivedTextFrom 2 1669398046.53967
2 sentTextTo 3 1669398046.560364
3 receivedTextFrom 2 1669398046.562268
2 sentTextTo 3 1669398046.58131
3 receivedTextFrom 2 1669398046.5831
2 sentTextTo 3 1669398046.602236
3 receivedTextFrom 2 1669398046.604037
1 sentTextTo 4 1669398046.624161
4 receivedTextFrom 1 1669398046.626138
1 sentTextTo 4 1669398046.645377
4 receivedTextFrom 1 1669398046.647467
1 sentTextTo 4 1669398046.666597
4 receivedTextFrom 1 1669398046.66862
0 sentTextTo 1 1669398046.689594
1 receivedTextFrom 0 1669398046.692971
0 sentTextTo 1 1669398046.712355
1 receivedTextFrom 0 1669398046.714836
0 sentTextTo 1 1669398046.733404
1 receivedTextFrom 0 1669398046.735464
3 sentTextTo 1 1669398046.75583
1 receivedTextFrom 3 1669398046.758438
3 sentTextTo 1 1669398046.776051
1 receivedTextFrom 3 1669398046.778075
3 sentTextTo 1 1669398046.797189
1 receivedTextFrom 3 1669398046.79925
4 sentTextTo 4 1669398046.81927
4 receivedTextFrom 4 1669398046.821088
4 sentTextTo 4 1669398046.842112
4 receivedTextFrom 4 1669398046.843948
4 sentTextTo 4 1669398046.865076
4 receivedTextFrom 4 1669398046.866953
4 sentTextTo 1 1669398046.888304
1 receivedTextFrom 4 1669398046.890287
4 sentTextTo 1 1669398046.909404
1 receivedTextFrom 4 1669398046.911363
4 sentTextTo 1 1669398046.930334
1 receivedTextFrom 4 1669398046.932332
1 sentTextTo 3 1669398046.953023
3 receivedTextFrom 1 1669398046.955007
1 sentTextTo 3 1669398046.974508
3 receivedTextFrom 1 1669398046.976539
1 sentTextTo 3 1669398046.995775
3 receivedTextFrom 1 1669398046.997802
0 sentTextTo 1 1669398047.017939
1 receivedTextFrom 0 1669398047.020442
0 sentTextTo 1 1669398047.03932
1 receivedTextFrom 0 1669398047.042191
0 sentTextTo 1 1669398047.060545
1 receivedTextFrom 0 1669398047.062581
3 sentTextTo 1 1669398047.083262
1 receivedTextFrom 3 1669398047.085294
3 sentTextTo 1 1669398047.104446
1 receivedTextFrom 3 1669398047.106448
3 sentTextTo 1 1669398047.124369
1 receivedTextFrom 3 1669398047.126396
4 sentTextTo 1 1669398047.146823
1 receivedTextFrom 4 1669398047.148738
4 sentTextTo 1 1669398047.167999
1 receivedTextFrom 4 1669398047.169953
4 sentTextTo 1 1669398047.189199
1 receivedTextFrom 4 1669398047.191194
2 sentTextTo 0 1669398047.211393
0 receivedTextFrom 2 1669398047.213348
2 sentTextTo 0 1669398047.232433
0 receivedTextFrom 2 1669398047.234778
2 sentTextTo 0 1669398047.253648
0 receivedTextFrom 2 1669398047.255471
4 sentTextTo 2 1669398047.276043
2 receivedTextFrom 4 1669398047.278061
4 sentTextTo 2 1669398047.297203
2 receivedTextFrom 4 1669398047.299174
4 sentTextTo 2 1669398047.318423
2 receivedTextFrom 4 1669398047.320312
0 sentTextTo 1 1669398047.340962
1 receivedTextFrom 0 1669398047.343125
0 sentTextTo 1 1669398047.362046
1 receivedTextFrom 0 1669398047.36409
0 sentTextTo 1 1669398047.383263
1 receivedTextFrom 0 1669398047.385227
4 sentTextTo 0 1669398047.405595
0 receivedTextFrom 4 1669398047.407659
4 sentTextTo 0 1669398047.426817
0 receivedTextFrom 4 1669398047.428788
4 sentTextTo 0 1669398047.447912
0 receivedTextFrom 4 1669398047.449942
0 sentTextTo 4 1669398047.470472
4 receivedTextFrom 0 1669398047.472369
0 sentTextTo 4 1669398047.491555
4 receivedTextFrom 0 1669398047.493641
0 sentTextTo 4 1669398047.512778
4 receivedTextFrom 0 1669398047.514783
3 sentTextTo 2 1669398047.535217
2 receivedTextFrom 3 1669398047.537181
3 sentTextTo 2 1669398047.556176
2 receivedTextFrom 3 1669398047.558171
3 sentTextTo 2 1669398047.577479
2 receivedTextFrom 3 1669398047.579405
1 sentTextTo 2 1669398047.60044
2 receivedTextFrom 1 1669398047.602418
1 sentTextTo 2 1669398047.621443
2 receivedTextFrom 1 1669398047.623407
1 sentTextTo 2 1669398047.642633
2 receivedTextFrom 1 1669398047.644594
1 sentTextTo 0 1669398047.664997
0 receivedTextFrom 1 1669398047.667064
1 sentTextTo 0 1669398047.685982
0 receivedTextFrom 1 1669398047.687835
1 sentTextTo 0 1669398047.707043
0 receivedTextFrom 1 1669398047.70901
1 sentTextTo 2 1669398047.729441
2 receivedTextFrom 1 1669398047.731412
1 sentTextTo 2 1669398047.750634
2 receivedTextFrom 1 1669398047.752591
1 sentTextTo 2 1669398047.771082
2 receivedTextFrom 1 1669398047.773015
4 sentTextTo 1 1669398047.793394
1 receivedTextFrom 4 1669398047.795274
4 sentTextTo 1 1669398047.812937
1 receivedTextFrom 4 1669398047.814947
4 sentTextTo 1 1669398047.833919
1 receivedTextFrom 4 1669398047.835861
4 sentTextTo 4 1669398047.856167
4 receivedTextFrom 4 1669398047.85805
4 sentTextTo 4 1669398047.878995
4 receivedTextFrom 4 1669398047.880849
4 sentTextTo 4 1669398047.901811
4 receivedTextFrom 4 1669398047.903661
0 sentTextTo 3 1669398047.924662
3 receivedTextFrom 0 1669398047.926616
0 sentTextTo 3 1669398047.945678
3 receivedTextFrom 0 1669398047.947624
0 sentTextTo 3 1669398047.972983
3 receivedTextFrom 0 1669398047.974962
4 sentTextTo 2 1669398047.997593
2 receivedTextFrom 4 1669398047.999669
4 sentTextTo 2 1669398048.018556
2 receivedTextFrom 4 1669398048.020512
4 sentTextTo 2 1669398048.03956
2 receivedTextFrom 4 1669398048.041563
4 sentTextTo 2 1669398048.061829
2 receivedTextFrom 4 1669398048.063835
4 sentTextTo 2 1669398048.082787
2 receivedTextFrom 4 1669398048.084703
4 sentTextTo 2 1669398048.103905
2 receivedTextFrom 4 1669398048.105848
4 sentTextTo 2 1669398048.126224
2 receivedTextFrom 4 1669398048.12834
4 sentTextTo 2 1669398048.147321
2 receivedTextFrom 4 1669398048.149336
4 sentTextTo 2 1669398048.167713
2 receivedTextFrom 4 1669398048.169579
2 sentTextTo 2 1669398048.188268
2 receivedTextFrom 2 1669398048.190044
2 sentTextTo 2 1669398048.211039
2 receivedTextFrom 2 1669398048.212961
2 sentTextTo 2 1669398048.234034
2 receivedTextFrom 2 1669398048.235865
4 sentTextTo 4 1669398048.258246
4 receivedTextFrom 4 1669398048.26015
4 sentTextTo 4 1669398048.280362
4 receivedTextFrom 4 1669398048.282224
4 sentTextTo 4 1669398048.302982
4 receivedTextFrom 4 1669398048.304761
0 sentTextTo 1 1669398048.327095
1 receivedTextFrom 0 1669398048.329084
0 sentTextTo 1 1669398048.347966
1 receivedTextFrom 0 1669398048.350353
0 sentTextTo 1 1669398048.368379
1 receivedTextFrom 0 1669398048.370484
3 sentTextTo 1 1669398048.391049
1 receivedTextFrom 3 1669398048.393074
3 sentTextTo 1 1669398048.412186
1 receivedTextFrom 3 1669398048.414202
3 sentTextTo 1 1669398048.433237
1 receivedTextFrom 3 1669398048.435195
1 sentTextTo 3 1669398048.454993
3 receivedTextFrom 1 1669398048.457003
1 sentTextTo 3 1669398048.476206
3 receivedTextFrom 1 1669398048.478206
1 sentTextTo 3 1669398048.497438
3 receivedTextFrom 1 1669398048.499465
4 sentTextTo 1 1669398048.519885
1 receivedTextFrom 4 1669398048.521792
4 sentTextTo 1 1669398048.540818
1 receivedTextFrom 4 1669398048.542799
4 sentTextTo 1 1669398048.561902
1 receivedTextFrom 4 1669398048.563916
4 sentTextTo 3 1669398048.584394
3 receivedTextFrom 4 1669398048.586378
4 sentTextTo 3 1669398048.605325
3 receivedTextFrom 4 1669398048.607323
4 sentTextTo 3 1669398048.626577
3 receivedTextFrom 4 1669398048.628562
1 sentTextTo 0 1669398048.648904
0 receivedTextFrom 1 1669398048.650971
1 sentTextTo 0 1669398048.670136
0 receivedTextFrom 1 1669398048.672002
1 sentTextTo 0 1669398048.688243
0 receivedTextFrom 1 1669398048.690228
1 sentTextTo 4 1669398048.709406
4 receivedTextFrom 1 1669398048.7114
1 sentTextTo 4 1669398048.730434
4 receivedTextFrom 1 1669398048.732482
1 sentTextTo 4 1669398048.751379
4 receivedTextFrom 1 1669398048.753377
3 sentTextTo 4 1669398048.773792
4 receivedTextFrom 3 1669398048.775742
3 sentTextTo 4 1669398048.794943
4 receivedTextFrom 3 1669398048.796966
3 sentTextTo 4 1669398048.815874
4 receivedTextFrom 3 1669398048.817826
4 sentTextTo 1 1669398048.838324
1 receivedTextFrom 4 1669398048.840561
4 sentTextTo 1 1669398048.858782
1 receivedTextFrom 4 1669398048.860807
4 sentTextTo 1 1669398048.880005
1 receivedTextFrom 4 1669398048.88202
3 sentTextTo 2 1669398048.902437
2 receivedTextFrom 3 1669398048.904393
3 sentTextTo 2 1669398048.922187
2 receivedTextFrom 3 1669398048.924077
3 sentTextTo 2 1669398048.943022
2 receivedTextFrom 3 1669398048.944918
2 sentTextTo 3 1669398048.965751
3 receivedTextFrom 2 1669398048.967632
2 sentTextTo 3 1669398048.986786
3 receivedTextFrom 2 1669398048.988748
2 sentTextTo 3 1669398049.007931
3 receivedTextFrom 2 1669398049.009998
2 sentTextTo 4 1669398049.030683
4 receivedTextFrom 2 1669398049.032794
2 sentTextTo 4 1669398049.051668
4 receivedTextFrom 2 1669398049.053589
2 sentTextTo 4 1669398049.072657
4 receivedTextFrom 2 1669398049.075198
2 sentTextTo 2 1669398049.095067
2 receivedTextFrom 2 1669398049.096836
2 sentTextTo 2 1669398049.117716
2 receivedTextFrom 2 1669398049.119509
2 sentTextTo 2 1669398049.140435
2 receivedTextFrom 2 1669398049.14233
0 sentTextTo 0 1669398049.16373
0 receivedTextFrom 0 1669398049.165517
0 sentTextTo 0 1669398049.186322
0 receivedTextFrom 0 1669398049.188147
0 sentTextTo 0 1669398049.209154
0 receivedTextFrom 0 1669398049.210993
3 sentTextTo 4 1669398049.233591
4 receivedTextFrom 3 1669398049.23568
3 sentTextTo 4 1669398049.254582
4 receivedTextFrom 3 1669398049.256514
3 sentTextTo 4 1669398049.275704
4 receivedTextFrom 3 1669398049.27773
1 sentTextTo 1 1669398049.296296
1 receivedTextFrom 1 1669398049.298163
1 sentTextTo 1 1669398049.319049
1 receivedTextFrom 1 1669398049.320823
1 sentTextTo 1 1669398049.341701
1 receivedTextFrom 1 1669398049.34355
0 sentTextTo 2 1669398049.365859
2 receivedTextFrom 0 1669398049.367837
0 sentTextTo 2 1669398049.386757
2 receivedTextFrom 0 1669398049.388777
0 sentTextTo 2 1669398049.407927
2 receivedTextFrom 0 1669398049.409837
3 sentTextTo 1 1669398049.430251
1 receivedTextFrom 3 1669398049.432192
3 sentTextTo 1 1669398049.451379
1 receivedTextFrom 3 1669398049.45333
3 sentTextTo 1 1669398049.472333
1 receivedTextFrom 3 1669398049.474853
0 sentTextTo 3 1669398049.494793
3 receivedTextFrom 0 1669398049.496714
0 sentTextTo 3 1669398049.515831
3 receivedTextFrom 0 1669398049.51766
0 sentTextTo 3 1669398049.535579
3 receivedTextFrom 0 1669398049.537418
0 sentTextTo 4 1669398049.557708
4 receivedTextFrom 0 1669398049.559738
0 sentTextTo 4 1669398049.578832
4 receivedTextFrom 0 1669398049.580807
0 sentTextTo 4 1669398049.600057
4 receivedTextFrom 0 1669398049.602074
0 sentTextTo 2 1669398049.621712
2 receivedTextFrom 0 1669398049.623729
0 sentTextTo 2 1669398049.64221
2 receivedTextFrom 0 1669398049.64414
0 sentTextTo 2 1669398049.663322
2 receivedTextFrom 0 1669398049.665262
3 sentTextTo 1 1669398049.686022
1 receivedTextFrom 3 1669398049.687948
3 sentTextTo 1 1669398049.707019
1 receivedTextFrom 3 1669398049.709097
3 sentTextTo 1 1669398049.728124
1 receivedTextFrom 3 1669398049.730095
0 sentTextTo 4 1669398049.750558
4 receivedTextFrom 0 1669398049.752619
0 sentTextTo 4 1669398049.771436
4 receivedTextFrom 0 1669398049.773374
0 sentTextTo 4 1669398049.790725
4 receivedTextFrom 0 1669398049.792822
4 sentTextTo 1 1669398049.813708
1 receivedTextFrom 4 1669398049.81576
4 sentTextTo 1 1669398049.834078
1 receivedTextFrom 4 1669398049.83605
4 sentTextTo 1 1669398049.85517
1 receivedTextFrom 4 1669398049.857116
0 sentTextTo 4 1669398049.877021
4 receivedTextFrom 0 1669398049.879068
0 sentTextTo 4 1669398049.897978
4 receivedTextFrom 0 1669398049.900018
0 sentTextTo 4 1669398049.918992
4 receivedTextFrom 0 1669398049.920963
0 sentTextTo 0 1669398049.940995
0 receivedTextFrom 0 1669398049.942803
0 sentTextTo 0 1669398049.963842
0 receivedTextFrom 0 1669398049.965722
0 sentTextTo 0 1669398049.986562
0 receivedTextFrom 0 1669398049.98831
2 sentTextTo 3 1669398050.010522
3 receivedTextFrom 2 1669398050.012513
2 sentTextTo 3 1669398050.031518
3 receivedTextFrom 2 1669398050.033408
2 sentTextTo 3 1669398050.052528
3 receivedTextFrom 2 1669398050.054353
2 sentTextTo 1 1669398050.074339
1 receivedTextFrom 2 1669398050.076362
2 sentTextTo 1 1669398050.095135
1 receivedTextFrom 2 1669398050.097145
2 sentTextTo 1 1669398050.116083
1 receivedTextFrom 2 1669398050.118003
2 sentTextTo 4 1669398050.137991
4 receivedTextFrom 2 1669398050.140017
2 sentTextTo 4 1669398050.159002
4 receivedTextFrom 2 1669398050.161076
2 sentTextTo 4 1669398050.180214
4 receivedTextFrom 2 1669398050.182202
0 sentTextTo 0 1669398050.202548
0 receivedTextFrom 0 1669398050.204347
0 sentTextTo 0 1669398050.224643
0 receivedTextFrom 0 1669398050.22653
0 sentTextTo 0 1669398050.246141
0 receivedTextFrom 0 1669398050.247883
1 sentTextTo 2 1669398050.270382
2 receivedTextFrom 1 1669398050.272258
1 sentTextTo 2 1669398050.291415
2 receivedTextFrom 1 1669398050.293469
1 sentTextTo 2 1669398050.312614
2 receivedTextFrom 1 1669398050.314636
3 sentTextTo 1 1669398050.335001
1 receivedTextFrom 3 1669398050.336924
3 sentTextTo 1 1669398050.355917
1 receivedTextFrom 3 1669398050.358036
3 sentTextTo 1 1669398050.377178
1 receivedTextFrom 3 1669398050.379111
3 sentTextTo 4 1669398050.399446
4 receivedTextFrom 3 1669398050.401553
3 sentTextTo 4 1669398050.420578
4 receivedTextFrom 3 1669398050.422526
3 sentTextTo 4 1669398050.441674
4 receivedTextFrom 3 1669398050.443625
3 sentTextTo 3 1669398050.463919
3 receivedTextFrom 3 1669398050.465806
3 sentTextTo 3 1669398050.486695
3 receivedTextFrom 3 1669398050.488444
3 sentTextTo 3 1669398050.508958
3 receivedTextFrom 3 1669398050.51088
4 sentTextTo 4 1669398050.533571
4 receivedTextFrom 4 1669398050.53544
4 sentTextTo 4 1669398050.55435
4 receivedTextFrom 4 1669398050.55616
4 sentTextTo 4 1669398050.577109
4 receivedTextFrom 4 1669398050.57891
4 sentTextTo 1 1669398050.601064
1 receivedTextFrom 4 1669398050.603066
4 sentTextTo 1 1669398050.621937
1 receivedTextFrom 4 1669398050.62386
4 sentTextTo 1 1669398050.642249
1 receivedTextFrom 4 1669398050.644266
1 sentTextTo 2 1669398050.664989
2 receivedTextFrom 1 1669398050.667031
1 sentTextTo 2 1669398050.685993
2 receivedTextFrom 1 1669398050.687837
1 sentTextTo 2 1669398050.706961
2 receivedTextFrom 1 1669398050.709441
2 sentTextTo 3 1669398050.729509
3 receivedTextFrom 2 1669398050.731447
2 sentTextTo 3 1669398050.750503
3 receivedTextFrom 2 1669398050.752433
2 sentTextTo 3 1669398050.771404
3 receivedTextFrom 2 1669398050.77333
4 sentTextTo 4 1669398050.794017
4 receivedTextFrom 4 1669398050.79588
4 sentTextTo 4 1669398050.816747
4 receivedTextFrom 4 1669398050.818501
4 sentTextTo 4 1669398050.839401
4 receivedTextFrom 4 1669398050.841267
1 sentTextTo 3 1669398050.862909
3 receivedTextFrom 1 1669398050.864862
1 sentTextTo 3 1669398050.883223
3 receivedTextFrom 1 1669398050.885148
1 sentTextTo 3 1669398050.904345
3 receivedTextFrom 1 1669398050.907898
4 sentTextTo 2 1669398050.926934
2 receivedTextFrom 4 1669398050.928936
4 sentTextTo 2 1669398050.947331
2 receivedTextFrom 4 1669398050.949285
4 sentTextTo 2 1669398050.968775
2 receivedTextFrom 4 1669398050.971325
3 sentTextTo 0 1669398050.991233
0 receivedTextFrom 3 1669398050.993185
3 sentTextTo 0 1669398051.012482
0 receivedTextFrom 3 1669398051.01432
3 sentTextTo 0 1669398051.033649
0 receivedTextFrom 3 1669398051.035533
1 sentTextTo 4 1669398051.05626
4 receivedTextFrom 1 1669398051.058392
1 sentTextTo 4 1669398051.07737
4 receivedTextFrom 1 1669398051.079373
1 sentTextTo 4 1669398051.096311
4 receivedTextFrom 1 1669398051.098267
4 sentTextTo 4 1669398051.11846
4 receivedTextFrom 4 1669398051.120345
4 sentTextTo 4 1669398051.141331
4 receivedTextFrom 4 1669398051.143246
4 sentTextTo 4 1669398051.164269
4 receivedTextFrom 4 1669398051.166032
2 sentTextTo 4 1669398051.187878
4 receivedTextFrom 2 1669398051.189741
2 sentTextTo 4 1669398051.208916
4 receivedTextFrom 2 1669398051.211481
2 sentTextTo 4 1669398051.230319
4 receivedTextFrom 2 1669398051.232364
1 sentTextTo 4 1669398051.252486
4 receivedTextFrom 1 1669398051.254435
1 sentTextTo 4 1669398051.273578
4 receivedTextFrom 1 1669398051.275547
1 sentTextTo 4 1669398051.294675
4 receivedTextFrom 1 1669398051.296564
1 sentTextTo 2 1669398051.316887
2 receivedTextFrom 1 1669398051.318969
1 sentTextTo 2 1669398051.337739
2 receivedTextFrom 1 1669398051.339665
1 sentTextTo 2 1669398051.358855
2 receivedTextFrom 1 1669398051.360857
3 sentTextTo 2 1669398051.381551
2 receivedTextFrom 3 1669398051.383465
3 sentTextTo 2 1669398051.402431
2 receivedTextFrom 3 1669398051.404294
3 sentTextTo 2 1669398051.423536
2 receivedTextFrom 3 1669398051.425389
4 sentTextTo 3 1669398051.446233
3 receivedTextFrom 4 1669398051.448222
4 sentTextTo 3 1669398051.46747
3 receivedTextFrom 4 1669398051.469551
4 sentTextTo 3 1669398051.488564
3 receivedTextFrom 4 1669398051.493154
2 sentTextTo 0 1669398051.513411
0 receivedTextFrom 2 1669398051.515318
2 sentTextTo 0 1669398051.534506
0 receivedTextFrom 2 1669398051.536353
2 sentTextTo 0 1669398051.555609
0 receivedTextFrom 2 1669398051.557513
2 sentTextTo 1 1669398051.577684
1 receivedTextFrom 2 1669398051.579677
2 sentTextTo 1 1669398051.598831
1 receivedTextFrom 2 1669398051.600754
2 sentTextTo 1 1669398051.619808
1 receivedTextFrom 2 1669398051.621756
0 sentTextTo 4 1669398051.642436
4 receivedTextFrom 0 1669398051.644585
0 sentTextTo 4 1669398051.662952
4 receivedTextFrom 0 1669398051.665053
0 sentTextTo 4 1669398051.683839
4 receivedTextFrom 0 1669398051.685735
3 sentTextTo 1 1669398051.705004
1 receivedTextFrom 3 1669398051.706963
3 sentTextTo 1 1669398051.726099
1 receivedTextFrom 3 1669398051.728126
3 sentTextTo 1 1669398051.747368
1 receivedTextFrom 3 1669398051.749229
4 sentTextTo 1 1669398051.769267
1 receivedTextFrom 4 1669398051.771241
4 sentTextTo 1 1669398051.79034
1 receivedTextFrom 4 1669398051.792552
4 sentTextTo 1 1669398051.810939
1 receivedTextFrom 4 1669398051.812863
