0 SignedUp 1669398969.3649
0 loggedIn 1669398970.082934
1 SignedUp 1669398971.130781
1 loggedIn 1669398971.831733
2 SignedUp 1669398972.927183
2 loggedIn 1669398973.663809
3 SignedUp 1669398974.846573
3 loggedIn 1669398975.570816
4 SignedUp 1669398976.748123
4 loggedIn 1669398977.448643
4 receivedTextFrom 0 1669398978.167276
0 sentTextTo 4 1669398978.186553
4 receivedTextFrom 0 1669398978.188488
0 sentTextTo 4 1669398978.207805
4 receivedTextFrom 0 1669398978.209742
0 sentTextTo 4 1669398978.227958
4 receivedTextFrom 0 1669398978.229937
0 sentTextTo 4 1669398978.249096
4 receivedTextFrom 0 1669398978.250958
0 sentTextTo 4 1669398978.27018
4 receivedTextFrom 0 1669398978.272197
0 sentTextTo 4 1669398978.291397
4 receivedTextFrom 0 1669398978.2934
1 sentTextTo 0 1669398978.314061
0 receivedTextFrom 1 1669398978.316072
1 sentTextTo 0 1669398978.335026
0 receivedTextFrom 1 1669398978.337467
1 sentTextTo 0 1669398978.357304
0 receivedTextFrom 1 1669398978.359361
1 sentTextTo 0 1669398978.378458
0 receivedTextFrom 1 1669398978.380451
1 sentTextTo 0 1669398978.399463
0 receivedTextFrom 1 1669398978.401357
1 sentTextTo 0 1669398978.420396
0 receivedTextFrom 1 1669398978.422517
1 sentTextTo 0 1669398978.441587
0 receivedTextFrom 1 1669398978.443648
1 sentTextTo 0 1669398978.462628
0 receivedTextFrom 1 1669398978.464546
1 sentTextTo 0 1669398978.483326
0 receivedTextFrom 1 1669398978.485234
1 sentTextTo 0 1669398978.504407
0 receivedTextFrom 1 1669398978.506435
1 sentTextTo 2 1669398978.525483
2 receivedTextFrom 1 1669398978.527592
1 sentTextTo 2 1669398978.546955
2 receivedTextFrom 1 1669398978.548978
1 sentTextTo 2 1669398978.567994
2 receivedTextFrom 1 1669398978.570073
1 sentTextTo 2 1669398978.588372
2 receivedTextFrom 1 1669398978.590404
1 sentTextTo 2 1669398978.609419
2 receivedTextFrom 1 1669398978.61143
1 sentTextTo 2 1669398978.630293
2 receivedTextFrom 1 1669398978.632321
1 sentTextTo 2 1669398978.651298
2 receivedTextFrom 1 1669398978.654027
1 sentTextTo 2 1669398978.670092
2 receivedTextFrom 1 1669398978.672242
1 sentTextTo 2 1669398978.691313
2 receivedTextFrom 1 1669398978.69334
1 sentTextTo 2 1669398978.712372
2 receivedTextFrom 1 1669398978.714321
1 sentTextTo 3 1669398978.73464
3 receivedTextFrom 1 1669398978.73725
1 sentTextTo 3 1669398978.755488
3 receivedTextFrom 1 1669398978.757546
1 sentTextTo 3 1669398978.776584
3 receivedTextFrom 1 1669398978.778662
1 sentTextTo 3 1669398978.79765
3 receivedTextFrom 1 1669398978.799626
1 sentTextTo 3 1669398978.818743
3 receivedTextFrom 1 1669398978.821323
1 sentTextTo 3 1669398978.840113
3 receivedTextFrom 1 1669398978.842235
1 sentTextTo 3 1669398978.861166
3 receivedTextFrom 1 1669398978.863205
1 sentTextTo 3 1669398978.882188
3 receivedTextFrom 1 1669398978.884165
1 sentTextTo 3 1669398978.903383
3 receivedTextFrom 1 1669398978.90542
1 sentTextTo 3 1669398978.924587
3 receivedTextFrom 1 1669398978.926582
1 sentTextTo 4 1669398978.946912
4 receivedTextFrom 1 1669398978.948974
1 sentTextTo 4 1669398978.967947
4 receivedTextFrom 1 1669398978.969863
1 sentTextTo 4 1669398978.986608
4 receivedTextFrom 1 1669398978.988486
1 sentTextTo 4 1669398979.007784
4 receivedTextFrom 1 1669398979.009753
1 sentTextTo 4 1669398979.028819
4 receivedTextFrom 1 1669398979.030709
1 sentTextTo 4 1669398979.049745
4 receivedTextFrom 1 1669398979.051609
1 sentTextTo 4 1669398979.070893
4 receivedTextFrom 1 1669398979.072849
1 sentTextTo 4 1669398979.09205
4 receivedTextFrom 1 1669398979.093939
1 sentTextTo 4 1669398979.112631
4 receivedTextFrom 1 1669398979.114508
1 sentTextTo 4 1669398979.133621
4 receivedTextFrom 1 1669398979.135474
2 sentTextTo 0 1669398979.157025
0 receivedTextFrom 2 1669398979.159118
2 sentTextTo 0 1669398979.178227
0 receivedTextFrom 2 1669398979.180272
2 sentTextTo 0 1669398979.20011
0 receivedTextFrom 2 1669398979.202082
2 sentTextTo 0 1669398979.221463
0 receivedTextFrom 2 1669398979.223528
2 sentTextTo 0 1669398979.242363
0 receivedTextFrom 2 1669398979.244214
2 sentTextTo 0 1669398979.262949
0 receivedTextFrom 2 1669398979.264924
2 sentTextTo 0 1669398979.283933
0 receivedTextFrom 2 1669398979.285794
2 sentTextTo 0 1669398979.305102
0 receivedTextFrom 2 1669398979.307106
2 sentTextTo 0 1669398979.32544
0 receivedTextFrom 2 1669398979.327426
2 sentTextTo 0 1669398979.346382
0 receivedTextFrom 2 1669398979.348273
2 sentTextTo 1 1669398979.367604
1 receivedTextFrom 2 1669398979.369647
2 sentTextTo 1 1669398979.388927
1 receivedTextFrom 2 1669398979.390951
2 sentTextTo 1 1669398979.409775
1 receivedTextFrom 2 1669398979.41172
2 sentTextTo 1 1669398979.429753
1 receivedTextFrom 2 1669398979.431806
2 sentTextTo 1 1669398979.450825
1 receivedTextFrom 2 1669398979.452746
2 sentTextTo 1 1669398979.472104
1 receivedTextFrom 2 1669398979.474182
2 sentTextTo 1 1669398979.492118
1 receivedTextFrom 2 1669398979.494078
2 sentTextTo 1 1669398979.513077
1 receivedTextFrom 2 1669398979.515041
2 sentTextTo 1 1669398979.534249
1 receivedTextFrom 2 1669398979.536203
2 sentTextTo 1 1669398979.555537
1 receivedTextFrom 2 1669398979.557563
2 sentTextTo 3 1669398979.577793
3 receivedTextFrom 2 1669398979.579984
2 sentTextTo 3 1669398979.598916
3 receivedTextFrom 2 1669398979.60083
2 sentTextTo 3 1669398979.617669
3 receivedTextFrom 2 1669398979.619687
2 sentTextTo 3 1669398979.638881
3 receivedTextFrom 2 1669398979.640935
2 sentTextTo 3 1669398979.65997
3 receivedTextFrom 2 1669398979.661915
2 sentTextTo 3 1669398979.68095
3 receivedTextFrom 2 1669398979.683012
2 sentTextTo 3 1669398979.70208
3 receivedTextFrom 2 1669398979.70407
2 sentTextTo 3 1669398979.723305
3 receivedTextFrom 2 1669398979.72539
2 sentTextTo 3 1669398979.744142
3 receivedTextFrom 2 1669398979.746207
2 sentTextTo 3 1669398979.76525
3 receivedTextFrom 2 1669398979.767159
2 sentTextTo 4 1669398979.787711
4 receivedTextFrom 2 1669398979.789803
2 sentTextTo 4 1669398979.80905
4 receivedTextFrom 2 1669398979.811085
2 sentTextTo 4 1669398979.829921
4 receivedTextFrom 2 1669398979.831785
2 sentTextTo 4 1669398979.850825
4 receivedTextFrom 2 1669398979.852811
2 sentTextTo 4 1669398979.871907
4 receivedTextFrom 2 1669398979.873841
2 sentTextTo 4 1669398979.893133
4 receivedTextFrom 2 1669398979.895131
2 sentTextTo 4 1669398979.914108
4 receivedTextFrom 2 1669398979.915969
2 sentTextTo 4 1669398979.935193
4 receivedTextFrom 2 1669398979.937234
2 sentTextTo 4 1669398979.956358
4 receivedTextFrom 2 1669398979.958329
2 sentTextTo 4 1669398979.975378
4 receivedTextFrom 2 1669398979.977259
3 sentTextTo 0 1669398979.998878
0 receivedTextFrom 3 1669398980.000862
3 sentTextTo 0 1669398980.017661
0 receivedTextFrom 3 1669398980.019638
3 sentTextTo 0 1669398980.039761
0 receivedTextFrom 3 1669398980.041679
3 sentTextTo 0 1669398980.060923
0 receivedTextFrom 3 1669398980.062858
3 sentTextTo 0 1669398980.082051
0 receivedTextFrom 3 1669398980.083909
3 sentTextTo 0 1669398980.103243
0 receivedTextFrom 3 1669398980.105185
3 sentTextTo 0 1669398980.124421
0 receivedTextFrom 3 1669398980.126316
3 sentTextTo 0 1669398980.145499
0 receivedTextFrom 3 1669398980.14744
3 sentTextTo 0 1669398980.166643
0 receivedTextFrom 3 1669398980.168534
3 sentTextTo 0 1669398980.187987
0 receivedTextFrom 3 1669398980.190057
3 sentTextTo 1 1669398980.210443
1 receivedTextFrom 3 1669398980.212504
3 sentTextTo 1 1669398980.231495
1 receivedTextFrom 3 1669398980.233434
3 sentTextTo 1 1669398980.252599
1 receivedTextFrom 3 1669398980.254672
3 sentTextTo 1 1669398980.273772
1 receivedTextFrom 3 1669398980.275812
3 sentTextTo 1 1669398980.294954
1 receivedTextFrom 3 1669398980.296922
3 sentTextTo 1 1669398980.316112
1 receivedTextFrom 3 1669398980.318077
3 sentTextTo 1 1669398980.33757
1 receivedTextFrom 3 1669398980.339586
3 sentTextTo 1 1669398980.35868
1 receivedTextFrom 3 1669398980.360676
3 sentTextTo 1 1669398980.379706
1 receivedTextFrom 3 1669398980.381694
3 sentTextTo 1 1669398980.400805
1 receivedTextFrom 3 1669398980.40277
3 sentTextTo 2 1669398980.423444
2 receivedTextFrom 3 1669398980.425494
3 sentTextTo 2 1669398980.442309
2 receivedTextFrom 3 1669398980.444419
3 sentTextTo 2 1669398980.463453
2 receivedTextFrom 3 1669398980.465475
3 sentTextTo 2 1669398980.484447
2 receivedTextFrom 3 1669398980.487072
3 sentTextTo 2 1669398980.505568
2 receivedTextFrom 3 1669398980.507663
3 sentTextTo 2 1669398980.525525
2 receivedTextFrom 3 1669398980.527605
3 sentTextTo 2 1669398980.546548
2 receivedTextFrom 3 1669398980.548519
3 sentTextTo 2 1669398980.567569
2 receivedTextFrom 3 1669398980.569501
3 sentTextTo 2 1669398980.586904
2 receivedTextFrom 3 1669398980.58892
3 sentTextTo 2 1669398980.608152
2 receivedTextFrom 3 1669398980.610177
3 sentTextTo 4 1669398980.630661
4 receivedTextFrom 3 1669398980.632703
3 sentTextTo 4 1669398980.651028
4 receivedTextFrom 3 1669398980.653057
3 sentTextTo 4 1669398980.672089
4 receivedTextFrom 3 1669398980.674116
3 sentTextTo 4 1669398980.693345
4 receivedTextFrom 3 1669398980.695305
3 sentTextTo 4 1669398980.713689
4 receivedTextFrom 3 1669398980.715525
3 sentTextTo 4 1669398980.734626
4 receivedTextFrom 3 1669398980.738257
3 sentTextTo 4 1669398980.753383
4 receivedTextFrom 3 1669398980.755311
3 sentTextTo 4 1669398980.774464
4 receivedTextFrom 3 1669398980.776523
3 sentTextTo 4 1669398980.795665
4 receivedTextFrom 3 1669398980.797641
3 sentTextTo 4 1669398980.816631
4 receivedTextFrom 3 1669398980.818519
4 sentTextTo 0 1669398980.84052
0 receivedTextFrom 4 1669398980.842567
4 sentTextTo 0 1669398980.861793
0 receivedTextFrom 4 1669398980.863881
4 sentTextTo 0 1669398980.883635
0 receivedTextFrom 4 1669398980.885558
4 sentTextTo 0 1669398980.904803
0 receivedTextFrom 4 1669398980.906744
4 sentTextTo 0 1669398980.925467
0 receivedTextFrom 4 1669398980.927472
4 sentTextTo 0 1669398980.946505
0 receivedTextFrom 4 1669398980.948361
4 sentTextTo 0 1669398980.966794
0 receivedTextFrom 4 1669398980.968727
4 sentTextTo 0 1669398980.98653
0 receivedTextFrom 4 1669398980.988608
4 sentTextTo 0 1669398981.007585
0 receivedTextFrom 4 1669398981.009599
4 sentTextTo 0 1669398981.028595
0 receivedTextFrom 4 1669398981.030455
4 sentTextTo 1 1669398981.05101
1 receivedTextFrom 4 1669398981.053022
4 sentTextTo 1 1669398981.071786
1 receivedTextFrom 4 1669398981.073724
4 sentTextTo 1 1669398981.092739
1 receivedTextFrom 4 1669398981.094616
4 sentTextTo 1 1669398981.113681
1 receivedTextFrom 4 1669398981.115537
4 sentTextTo 1 1669398981.134598
1 receivedTextFrom 4 1669398981.136479
4 sentTextTo 1 1669398981.154941
1 receivedTextFrom 4 1669398981.156874
4 sentTextTo 1 1669398981.175798
1 receivedTextFrom 4 1669398981.177686
4 sentTextTo 1 1669398981.196882
1 receivedTextFrom 4 1669398981.198779
4 sentTextTo 1 1669398981.217944
1 receivedTextFrom 4 1669398981.219811
4 sentTextTo 1 1669398981.236929
1 receivedTextFrom 4 1669398981.238927
4 sentTextTo 2 1669398981.2593
2 receivedTextFrom 4 1669398981.261323
4 sentTextTo 2 1669398981.280178
2 receivedTextFrom 4 1669398981.282243
4 sentTextTo 2 1669398981.301303
2 receivedTextFrom 4 1669398981.303261
4 sentTextTo 2 1669398981.32254
2 receivedTextFrom 4 1669398981.32455
4 sentTextTo 2 1669398981.343442
2 receivedTextFrom 4 1669398981.345482
4 sentTextTo 2 1669398981.364436
2 receivedTextFrom 4 1669398981.366342
4 sentTextTo 2 1669398981.385414
2 receivedTextFrom 4 1669398981.387345
4 sentTextTo 2 1669398981.40656
2 receivedTextFrom 4 1669398981.408606
4 sentTextTo 2 1669398981.427517
2 receivedTextFrom 4 1669398981.429544
4 sentTextTo 2 1669398981.448377
2 receivedTextFrom 4 1669398981.4504
4 sentTextTo 3 1669398981.470928
3 receivedTextFrom 4 1669398981.472978
4 sentTextTo 3 1669398981.492029
3 receivedTextFrom 4 1669398981.494129
4 sentTextTo 3 1669398981.513088
3 receivedTextFrom 4 1669398981.515148
4 sentTextTo 3 1669398981.534096
3 receivedTextFrom 4 1669398981.536043
4 sentTextTo 3 1669398981.554858
3 receivedTextFrom 4 1669398981.556937
4 sentTextTo 3 1669398981.575924
3 receivedTextFrom 4 1669398981.578038
4 sentTextTo 3 1669398981.597169
3 receivedTextFrom 4 1669398981.599221
4 sentTextTo 3 1669398981.617063
3 receivedTextFrom 4 1669398981.619076
4 sentTextTo 3 1669398981.638144
3 receivedTextFrom 4 1669398981.640159
4 sentTextTo 3 1669398981.659085
3 receivedTextFrom 4 1669398981.66119
