0 SignedUp 1669399076.903159
0 loggedIn 1669399077.609794
1 SignedUp 1669399078.697894
1 loggedIn 1669399079.422211
2 SignedUp 1669399080.499586
2 loggedIn 1669399081.218383
3 SignedUp 1669399082.391074
3 loggedIn 1669399083.100595
4 SignedUp 1669399084.244515
4 loggedIn 1669399084.966148
0 receivedTextFrom 4 1669399085.800628
4 sentTextTo 0 1669399085.819522
0 receivedTextFrom 4 1669399085.822099
3 sentTextTo 1 1669399085.841933
1 receivedTextFrom 3 1669399085.843928
3 sentTextTo 1 1669399085.862988
1 receivedTextFrom 3 1669399085.865055
3 sentTextTo 1 1669399085.884035
1 receivedTextFrom 3 1669399085.885934
3 sentTextTo 2 1669399085.906563
2 receivedTextFrom 3 1669399085.90858
3 sentTextTo 2 1669399085.927584
2 receivedTextFrom 3 1669399085.929523
3 sentTextTo 2 1669399085.948492
2 receivedTextFrom 3 1669399085.95046
1 sentTextTo 2 1669399085.96897
2 receivedTextFrom 1 1669399085.971398
1 sentTextTo 2 1669399085.990127
2 receivedTextFrom 1 1669399085.992135
1 sentTextTo 2 1669399086.011274
2 receivedTextFrom 1 1669399086.013218
4 sentTextTo 3 1669399086.03366
3 receivedTextFrom 4 1669399086.035609
4 sentTextTo 3 1669399086.054798
3 receivedTextFrom 4 1669399086.056815
4 sentTextTo 3 1669399086.076058
3 receivedTextFrom 4 1669399086.078118
4 sentTextTo 4 1669399086.098503
4 receivedTextFrom 4 1669399086.100344
4 sentTextTo 4 1669399086.121276
4 receivedTextFrom 4 1669399086.12317
4 sentTextTo 4 1669399086.144057
4 receivedTextFrom 4 1669399086.145884
1 sentTextTo 1 1669399086.168316
1 receivedTextFrom 1 1669399086.170094
1 sentTextTo 1 1669399086.191062
1 receivedTextFrom 1 1669399086.192906
1 sentTextTo 1 1669399086.213938
1 receivedTextFrom 1 1669399086.215769
4 sentTextTo 2 1669399086.238252
2 receivedTextFrom 4 1669399086.240418
4 sentTextTo 2 1669399086.259458
2 receivedTextFrom 4 1669399086.261449
4 sentTextTo 2 1669399086.280448
2 receivedTextFrom 4 1669399086.282406
2 sentTextTo 2 1669399086.303168
2 receivedTextFrom 2 1669399086.305048
2 sentTextTo 2 1669399086.326085
2 receivedTextFrom 2 1669399086.327891
2 sentTextTo 2 1669399086.348521
2 receivedTextFrom 2 1669399086.350385
1 sentTextTo 4 1669399086.371939
4 receivedTextFrom 1 1669399086.373904
1 sentTextTo 4 1669399086.392223
4 receivedTextFrom 1 1669399086.394244
1 sentTextTo 4 1669399086.413302
4 receivedTextFrom 1 1669399086.415148
1 sentTextTo 3 1669399086.435146
3 receivedTextFrom 1 1669399086.437193
1 sentTextTo 3 1669399086.455319
3 receivedTextFrom 1 1669399086.457415
1 sentTextTo 3 1669399086.476673
3 receivedTextFrom 1 1669399086.478694
2 sentTextTo 2 1669399086.499332
2 receivedTextFrom 2 1669399086.501168
2 sentTextTo 2 1669399086.521718
2 receivedTextFrom 2 1669399086.5236
2 sentTextTo 2 1669399086.54457
2 receivedTextFrom 2 1669399086.546428
4 sentTextTo 1 1669399086.568935
1 receivedTextFrom 4 1669399086.570847
4 sentTextTo 1 1669399086.589698
1 receivedTextFrom 4 1669399086.591718
4 sentTextTo 1 1669399086.61102
1 receivedTextFrom 4 1669399086.613012
1 sentTextTo 4 1669399086.632519
4 receivedTextFrom 1 1669399086.6345
1 sentTextTo 4 1669399086.650703
4 receivedTextFrom 1 1669399086.652552
1 sentTextTo 4 1669399086.671791
4 receivedTextFrom 1 1669399086.673758
0 sentTextTo 0 1669399086.694714
0 receivedTextFrom 0 1669399086.696596
0 sentTextTo 0 1669399086.717532
0 receivedTextFrom 0 1669399086.719371
0 sentTextTo 0 1669399086.740472
0 receivedTextFrom 0 1669399086.742286
1 sentTextTo 3 1669399086.764528
3 receivedTextFrom 1 1669399086.766553
1 sentTextTo 3 1669399086.785681
3 receivedTextFrom 1 1669399086.788875
1 sentTextTo 3 1669399086.806817
3 receivedTextFrom 1 1669399086.808842
0 sentTextTo 2 1669399086.829431
2 receivedTextFrom 0 1669399086.831521
0 sentTextTo 2 1669399086.849991
2 receivedTextFrom 0 1669399086.852076
0 sentTextTo 2 1669399086.871168
2 receivedTextFrom 0 1669399086.873628
3 sentTextTo 2 1669399086.894174
2 receivedTextFrom 3 1669399086.896332
3 sentTextTo 2 1669399086.914994
2 receivedTextFrom 3 1669399086.917053
3 sentTextTo 2 1669399086.935473
2 receivedTextFrom 3 1669399086.937502
3 sentTextTo 0 1669399086.95792
0 receivedTextFrom 3 1669399086.959777
3 sentTextTo 0 1669399086.978997
0 receivedTextFrom 3 1669399086.980877
3 sentTextTo 0 1669399086.998773
0 receivedTextFrom 3 1669399087.000645
1 sentTextTo 2 1669399087.018935
2 receivedTextFrom 1 1669399087.020907
1 sentTextTo 2 1669399087.037966
2 receivedTextFrom 1 1669399087.040097
1 sentTextTo 2 1669399087.05825
2 receivedTextFrom 1 1669399087.060206
2 sentTextTo 1 1669399087.081101
1 receivedTextFrom 2 1669399087.083056
2 sentTextTo 1 1669399087.102061
1 receivedTextFrom 2 1669399087.104053
2 sentTextTo 1 1669399087.121109
1 receivedTextFrom 2 1669399087.123158
3 sentTextTo 4 1669399087.143917
4 receivedTextFrom 3 1669399087.145922
3 sentTextTo 4 1669399087.165007
4 receivedTextFrom 3 1669399087.166954
3 sentTextTo 4 1669399087.185676
4 receivedTextFrom 3 1669399087.187653
0 sentTextTo 3 1669399087.207891
3 receivedTextFrom 0 1669399087.209857
0 sentTextTo 3 1669399087.226626
3 receivedTextFrom 0 1669399087.228654
0 sentTextTo 3 1669399087.247587
3 receivedTextFrom 0 1669399087.249444
2 sentTextTo 3 1669399087.270104
3 receivedTextFrom 2 1669399087.27205
2 sentTextTo 3 1669399087.291411
3 receivedTextFrom 2 1669399087.293518
2 sentTextTo 3 1669399087.312616
3 receivedTextFrom 2 1669399087.314604
3 sentTextTo 2 1669399087.335123
2 receivedTextFrom 3 1669399087.337119
3 sentTextTo 2 1669399087.356203
2 receivedTextFrom 3 1669399087.358788
3 sentTextTo 2 1669399087.377475
2 receivedTextFrom 3 1669399087.379499
1 sentTextTo 0 1669399087.400042
0 receivedTextFrom 1 1669399087.401964
1 sentTextTo 0 1669399087.42138
0 receivedTextFrom 1 1669399087.423329
1 sentTextTo 0 1669399087.442372
0 receivedTextFrom 1 1669399087.444328
0 sentTextTo 0 1669399087.464884
0 receivedTextFrom 0 1669399087.466685
0 sentTextTo 0 1669399087.487722
0 receivedTextFrom 0 1669399087.489575
0 sentTextTo 0 1669399087.510609
0 receivedTextFrom 0 1669399087.512488
0 sentTextTo 0 1669399087.534624
0 receivedTextFrom 0 1669399087.536378
0 sentTextTo 0 1669399087.557504
0 receivedTextFrom 0 1669399087.559341
0 sentTextTo 0 1669399087.580345
0 receivedTextFrom 0 1669399087.58217
1 sentTextTo 4 1669399087.604512
4 receivedTextFrom 1 1669399087.606414
1 sentTextTo 4 1669399087.625511
4 receivedTextFrom 1 1669399087.627433
1 sentTextTo 4 1669399087.646608
4 receivedTextFrom 1 1669399087.648533
4 sentTextTo 2 1669399087.669215
2 receivedTextFrom 4 1669399087.671423
4 sentTextTo 2 1669399087.690491
2 receivedTextFrom 4 1669399087.69258
4 sentTextTo 2 1669399087.71178
2 receivedTextFrom 4 1669399087.71385
4 sentTextTo 3 1669399087.734217
3 receivedTextFrom 4 1669399087.736137
4 sentTextTo 3 1669399087.755309
3 receivedTextFrom 4 1669399087.757348
4 sentTextTo 3 1669399087.776377
3 receivedTextFrom 4 1669399087.778393
0 sentTextTo 3 1669399087.798208
3 receivedTextFrom 0 1669399087.80016
0 sentTextTo 3 1669399087.819328
3 receivedTextFrom 0 1669399087.8213
0 sentTextTo 3 1669399087.840259
3 receivedTextFrom 0 1669399087.842215
4 sentTextTo 1 1669399087.862749
1 receivedTextFrom 4 1669399087.864806
4 sentTextTo 1 1669399087.8839
1 receivedTextFrom 4 1669399087.885846
4 sentTextTo 1 1669399087.90505
1 receivedTextFrom 4 1669399087.90704
0 sentTextTo 4 1669399087.926969
4 receivedTextFrom 0 1669399087.929078
0 sentTextTo 4 1669399087.948027
4 receivedTextFrom 0 1669399087.949917
0 sentTextTo 4 1669399087.969036
4 receivedTextFrom 0 1669399087.971084
2 sentTextTo 4 1669399087.992107
4 receivedTextFrom 2 1669399087.994092
2 sentTextTo 4 1669399088.013109
4 receivedTextFrom 2 1669399088.014995
2 sentTextTo 4 1669399088.034265
4 receivedTextFrom 2 1669399088.036187
1 sentTextTo 3 1669399088.056899
3 receivedTextFrom 1 1669399088.058832
1 sentTextTo 3 1669399088.076845
3 receivedTextFrom 1 1669399088.0788
1 sentTextTo 3 1669399088.097857
3 receivedTextFrom 1 1669399088.099835
2 sentTextTo 4 1669399088.120334
4 receivedTextFrom 2 1669399088.122748
2 sentTextTo 4 1669399088.141714
4 receivedTextFrom 2 1669399088.143624
2 sentTextTo 4 1669399088.162866
4 receivedTextFrom 2 1669399088.16491
2 sentTextTo 2 1669399088.185334
2 receivedTextFrom 2 1669399088.187169
2 sentTextTo 2 1669399088.208265
2 receivedTextFrom 2 1669399088.21018
2 sentTextTo 2 1669399088.231199
2 receivedTextFrom 2 1669399088.232994
3 sentTextTo 1 1669399088.255685
1 receivedTextFrom 3 1669399088.257747
3 sentTextTo 1 1669399088.276566
1 receivedTextFrom 3 1669399088.278677
3 sentTextTo 1 1669399088.297751
1 receivedTextFrom 3 1669399088.299708
4 sentTextTo 1 1669399088.320296
1 receivedTextFrom 4 1669399088.322299
4 sentTextTo 1 1669399088.340417
1 receivedTextFrom 4 1669399088.342374
4 sentTextTo 1 1669399088.360579
1 receivedTextFrom 4 1669399088.362501
1 sentTextTo 2 1669399088.383061
2 receivedTextFrom 1 1669399088.385217
1 sentTextTo 2 1669399088.404189
2 receivedTextFrom 1 1669399088.406281
1 sentTextTo 2 1669399088.425209
2 receivedTextFrom 1 1669399088.427303
3 sentTextTo 4 1669399088.44794
4 receivedTextFrom 3 1669399088.450005
3 sentTextTo 4 1669399088.468938
4 receivedTextFrom 3 1669399088.470894
3 sentTextTo 4 1669399088.489933
4 receivedTextFrom 3 1669399088.491944
3 sentTextTo 0 1669399088.523289
0 receivedTextFrom 3 1669399088.525222
3 sentTextTo 0 1669399088.543323
0 receivedTextFrom 3 1669399088.545913
3 sentTextTo 0 1669399088.564363
0 receivedTextFrom 3 1669399088.566288
3 sentTextTo 3 1669399088.586681
3 receivedTextFrom 3 1669399088.588487
3 sentTextTo 3 1669399088.609454
3 receivedTextFrom 3 1669399088.611285
3 sentTextTo 3 1669399088.632139
3 receivedTextFrom 3 1669399088.634
0 sentTextTo 3 1669399088.656442
3 receivedTextFrom 0 1669399088.65838
0 sentTextTo 3 1669399088.677239
3 receivedTextFrom 0 1669399088.679236
0 sentTextTo 3 1669399088.698233
3 receivedTextFrom 0 1669399088.700104
2 sentTextTo 3 1669399088.720996
3 receivedTextFrom 2 1669399088.722938
2 sentTextTo 3 1669399088.742125
3 receivedTextFrom 2 1669399088.744094
2 sentTextTo 3 1669399088.76323
3 receivedTextFrom 2 1669399088.76519
4 sentTextTo 3 1669399088.785939
3 receivedTextFrom 4 1669399088.788954
4 sentTextTo 3 1669399088.804854
3 receivedTextFrom 4 1669399088.806867
4 sentTextTo 3 1669399088.82585
3 receivedTextFrom 4 1669399088.827862
1 sentTextTo 2 1669399088.848546
2 receivedTextFrom 1 1669399088.850548
1 sentTextTo 2 1669399088.869483
2 receivedTextFrom 1 1669399088.872556
1 sentTextTo 2 1669399088.890593
2 receivedTextFrom 1 1669399088.892653
4 sentTextTo 1 1669399088.912926
1 receivedTextFrom 4 1669399088.914933
4 sentTextTo 1 1669399088.933989
1 receivedTextFrom 4 1669399088.935873
4 sentTextTo 1 1669399088.955042
1 receivedTextFrom 4 1669399088.957012
0 sentTextTo 4 1669399088.977491
4 receivedTextFrom 0 1669399088.979571
0 sentTextTo 4 1669399088.998422
4 receivedTextFrom 0 1669399089.000359
0 sentTextTo 4 1669399089.019501
4 receivedTextFrom 0 1669399089.021673
0 sentTextTo 3 1669399089.042031
3 receivedTextFrom 0 1669399089.044055
0 sentTextTo 3 1669399089.063186
3 receivedTextFrom 0 1669399089.065218
0 sentTextTo 3 1669399089.084283
3 receivedTextFrom 0 1669399089.086133
3 sentTextTo 0 1669399089.107017
0 receivedTextFrom 3 1669399089.108911
3 sentTextTo 0 1669399089.128101
0 receivedTextFrom 3 1669399089.130054
3 sentTextTo 0 1669399089.149122
0 receivedTextFrom 3 1669399089.151114
0 sentTextTo 1 1669399089.171582
1 receivedTextFrom 0 1669399089.173685
0 sentTextTo 1 1669399089.192776
1 receivedTextFrom 0 1669399089.194865
0 sentTextTo 1 1669399089.214038
1 receivedTextFrom 0 1669399089.216095
1 sentTextTo 0 1669399089.236117
0 receivedTextFrom 1 1669399089.238079
1 sentTextTo 0 1669399089.25481
0 receivedTextFrom 1 1669399089.25699
1 sentTextTo 0 1669399089.276059
0 receivedTextFrom 1 1669399089.278098
4 sentTextTo 2 1669399089.298481
2 receivedTextFrom 4 1669399089.300518
4 sentTextTo 2 1669399089.319507
2 receivedTextFrom 4 1669399089.322028
4 sentTextTo 2 1669399089.340659
2 receivedTextFrom 4 1669399089.34269
0 sentTextTo 2 1669399089.363554
2 receivedTextFrom 0 1669399089.373968
0 sentTextTo 2 1669399089.401111
2 receivedTextFrom 0 1669399089.403093
0 sentTextTo 2 1669399089.42206
2 receivedTextFrom 0 1669399089.423998
0 sentTextTo 1 1669399089.443549
1 receivedTextFrom 0 1669399089.445543
0 sentTextTo 1 1669399089.464288
1 receivedTextFrom 0 1669399089.466197
0 sentTextTo 1 1669399089.4852
1 receivedTextFrom 0 1669399089.487199
0 sentTextTo 4 1669399089.506039
4 receivedTextFrom 0 1669399089.508129
0 sentTextTo 4 1669399089.526789
4 receivedTextFrom 0 1669399089.528682
0 sentTextTo 4 1669399089.54784
4 receivedTextFrom 0 1669399089.54985
1 sentTextTo 0 1669399089.570186
0 receivedTextFrom 1 1669399089.572274
1 sentTextTo 0 1669399089.59155
0 receivedTextFrom 1 1669399089.593595
1 sentTextTo 0 1669399089.612806
0 receivedTextFrom 1 1669399089.614849
1 sentTextTo 1 1669399089.635277
1 receivedTextFrom 1 1669399089.637064
1 sentTextTo 1 1669399089.658133
1 receivedTextFrom 1 1669399089.659975
1 sentTextTo 1 1669399089.680904
1 receivedTextFrom 1 1669399089.682697
4 sentTextTo 4 1669399089.704996
4 receivedTextFrom 4 1669399089.706887
4 sentTextTo 4 1669399089.727956
4 receivedTextFrom 4 1669399089.729797
4 sentTextTo 4 1669399089.750716
4 receivedTextFrom 4 1669399089.752514
3 sentTextTo 2 1669399089.774916
2 receivedTextFrom 3 1669399089.777025
3 sentTextTo 2 1669399089.795984
2 receivedTextFrom 3 1669399089.79809
3 sentTextTo 2 1669399089.817017
2 receivedTextFrom 3 1669399089.818956
4 sentTextTo 3 1669399089.839349
3 receivedTextFrom 4 1669399089.841411
4 sentTextTo 3 1669399089.860333
3 receivedTextFrom 4 1669399089.862734
4 sentTextTo 3 1669399089.881652
3 receivedTextFrom 4 1669399089.883668
1 sentTextTo 4 1669399089.904079
4 receivedTextFrom 1 1669399089.906232
1 sentTextTo 4 1669399089.925357
4 receivedTextFrom 1 1669399089.927278
1 sentTextTo 4 1669399089.946369
4 receivedTextFrom 1 1669399089.948206
0 sentTextTo 0 1669399089.968771
0 receivedTextFrom 0 1669399089.970656
0 sentTextTo 0 1669399089.990679
0 receivedTextFrom 0 1669399089.992517
0 sentTextTo 0 1669399090.013517
0 receivedTextFrom 0 1669399090.015301
2 sentTextTo 1 1669399090.03789
1 receivedTextFrom 2 1669399090.039949
2 sentTextTo 1 1669399090.058992
1 receivedTextFrom 2 1669399090.061054
2 sentTextTo 1 1669399090.080034
1 receivedTextFrom 2 1669399090.082028
1 sentTextTo 2 1669399090.102243
2 receivedTextFrom 1 1669399090.104382
1 sentTextTo 2 1669399090.122891
2 receivedTextFrom 1 1669399090.124932
1 sentTextTo 2 1669399090.143602
2 receivedTextFrom 1 1669399090.145663
2 sentTextTo 4 1669399090.165927
4 receivedTextFrom 2 1669399090.167981
2 sentTextTo 4 1669399090.186995
4 receivedTextFrom 2 1669399090.19011
2 sentTextTo 4 1669399090.207211
4 receivedTextFrom 2 1669399090.209098
1 sentTextTo 3 1669399090.229885
3 receivedTextFrom 1 1669399090.231853
1 sentTextTo 3 1669399090.250917
3 receivedTextFrom 1 1669399090.252865
1 sentTextTo 3 1669399090.27197
3 receivedTextFrom 1 1669399090.274098
4 sentTextTo 0 1669399090.29473
0 receivedTextFrom 4 1669399090.296786
4 sentTextTo 0 1669399090.315008
0 receivedTextFrom 4 1669399090.316975
4 sentTextTo 0 1669399090.336174
0 receivedTextFrom 4 1669399090.338266
1 sentTextTo 4 1669399090.358574
4 receivedTextFrom 1 1669399090.360496
1 sentTextTo 4 1669399090.379638
4 receivedTextFrom 1 1669399090.38154
1 sentTextTo 4 1669399090.400544
4 receivedTextFrom 1 1669399090.402393
0 sentTextTo 4 1669399090.423234
4 receivedTextFrom 0 1669399090.425214
0 sentTextTo 4 1669399090.444163
4 receivedTextFrom 0 1669399090.446043
0 sentTextTo 4 1669399090.465181
4 receivedTextFrom 0 1669399090.467041
0 sentTextTo 2 1669399090.485209
2 receivedTextFrom 0 1669399090.487292
0 sentTextTo 2 1669399090.506321
2 receivedTextFrom 0 1669399090.508393
0 sentTextTo 2 1669399090.527499
2 receivedTextFrom 0 1669399090.529534
1 sentTextTo 2 1669399090.549884
2 receivedTextFrom 1 1669399090.551845
1 sentTextTo 2 1669399090.570956
2 receivedTextFrom 1 1669399090.573266
1 sentTextTo 2 1669399090.591983
2 receivedTextFrom 1 1669399090.593994
0 sentTextTo 4 1669399090.614008
4 receivedTextFrom 0 1669399090.616026
0 sentTextTo 4 1669399090.634885
4 receivedTextFrom 0 1669399090.636843
0 sentTextTo 4 1669399090.655021
4 receivedTextFrom 0 1669399090.657133
3 sentTextTo 4 1669399090.677793
4 receivedTextFrom 3 1669399090.679762
3 sentTextTo 4 1669399090.698837
4 receivedTextFrom 3 1669399090.700819
3 sentTextTo 4 1669399090.719862
4 receivedTextFrom 3 1669399090.721839
4 sentTextTo 4 1669399090.743104
4 receivedTextFrom 4 1669399090.744945
4 sentTextTo 4 1669399090.7655
4 receivedTextFrom 4 1669399090.767296
4 sentTextTo 4 1669399090.788264
4 receivedTextFrom 4 1669399090.79012
4 sentTextTo 3 1669399090.812515
3 receivedTextFrom 4 1669399090.814587
4 sentTextTo 3 1669399090.833481
3 receivedTextFrom 4 1669399090.835445
4 sentTextTo 3 1669399090.854581
3 receivedTextFrom 4 1669399090.856591
1 sentTextTo 3 1669399090.877295
3 receivedTextFrom 1 1669399090.879287
1 sentTextTo 3 1669399090.898342
3 receivedTextFrom 1 1669399090.900273
1 sentTextTo 3 1669399090.918993
3 receivedTextFrom 1 1669399090.920981
2 sentTextTo 2 1669399090.941873
2 receivedTextFrom 2 1669399090.943751
2 sentTextTo 2 1669399090.964702
2 receivedTextFrom 2 1669399090.96652
2 sentTextTo 2 1669399090.987332
2 receivedTextFrom 2 1669399090.989168
1 sentTextTo 0 1669399091.011649
0 receivedTextFrom 1 1669399091.013717
1 sentTextTo 0 1669399091.032636
0 receivedTextFrom 1 1669399091.034548
1 sentTextTo 0 1669399091.05185
0 receivedTextFrom 1 1669399091.053814
2 sentTextTo 0 1669399091.07327
0 receivedTextFrom 2 1669399091.075305
2 sentTextTo 0 1669399091.094305
0 receivedTextFrom 2 1669399091.096227
2 sentTextTo 0 1669399091.115438
0 receivedTextFrom 2 1669399091.117426
1 sentTextTo 1 1669399091.137825
1 receivedTextFrom 1 1669399091.139683
1 sentTextTo 1 1669399091.160605
1 receivedTextFrom 1 1669399091.162561
1 sentTextTo 1 1669399091.183468
1 receivedTextFrom 1 1669399091.185247
0 sentTextTo 3 1669399091.207769
3 receivedTextFrom 0 1669399091.209733
0 sentTextTo 3 1669399091.228874
3 receivedTextFrom 0 1669399091.230863
0 sentTextTo 3 1669399091.249844
3 receivedTextFrom 0 1669399091.25174
1 sentTextTo 3 1669399091.272458
3 receivedTextFrom 1 1669399091.274604
1 sentTextTo 3 1669399091.292369
3 receivedTextFrom 1 1669399091.294302
1 sentTextTo 3 1669399091.313469
3 receivedTextFrom 1 1669399091.315436
0 sentTextTo 1 1669399091.335125
1 receivedTextFrom 0 1669399091.337083
0 sentTextTo 1 1669399091.356322
1 receivedTextFrom 0 1669399091.358328
0 sentTextTo 1 1669399091.377349
1 receivedTextFrom 0 1669399091.379402
2 sentTextTo 1 1669399091.399575
1 receivedTextFrom 2 1669399091.4015
2 sentTextTo 1 1669399091.4206
1 receivedTextFrom 2 1669399091.422984
2 sentTextTo 1 1669399091.441504
1 receivedTextFrom 2 1669399091.443487
3 sentTextTo 1 1669399091.464417
1 receivedTextFrom 3 1669399091.466409
3 sentTextTo 1 1669399091.485421
1 receivedTextFrom 3 1669399091.487392
3 sentTextTo 1 1669399091.506466
1 receivedTextFrom 3 1669399091.50846
4 sentTextTo 1 1669399091.526891
1 receivedTextFrom 4 1669399091.528784
4 sentTextTo 1 1669399091.547972
1 receivedTextFrom 4 1669399091.550005
4 sentTextTo 1 1669399091.568482
1 receivedTextFrom 4 1669399091.570373
4 sentTextTo 3 1669399091.590914
3 receivedTextFrom 4 1669399091.593002
4 sentTextTo 3 1669399091.611897
3 receivedTextFrom 4 1669399091.613859
4 sentTextTo 3 1669399091.632877
3 receivedTextFrom 4 1669399091.634767
0 sentTextTo 0 1669399091.655176
0 receivedTextFrom 0 1669399091.657034
0 sentTextTo 0 1669399091.677973
0 receivedTextFrom 0 1669399091.679832
0 sentTextTo 0 1669399091.700678
0 receivedTextFrom 0 1669399091.702466
3 sentTextTo 1 1669399091.725043
1 receivedTextFrom 3 1669399091.727063
3 sentTextTo 1 1669399091.745429
1 receivedTextFrom 3 1669399091.747458
3 sentTextTo 1 1669399091.766437
1 receivedTextFrom 3 1669399091.76836
4 sentTextTo 1 1669399091.789202
1 receivedTextFrom 4 1669399091.791196
4 sentTextTo 1 1669399091.810195
1 receivedTextFrom 4 1669399091.812008
4 sentTextTo 1 1669399091.831154
1 receivedTextFrom 4 1669399091.833023
2 sentTextTo 3 1669399091.852706
3 receivedTextFrom 2 1669399091.854722
2 sentTextTo 3 1669399091.871584
3 receivedTextFrom 2 1669399091.87362
2 sentTextTo 3 1669399091.892584
3 receivedTextFrom 2 1669399091.894536
3 sentTextTo 4 1669399091.914949
4 receivedTextFrom 3 1669399091.917031
3 sentTextTo 4 1669399091.936002
4 receivedTextFrom 3 1669399091.938421
3 sentTextTo 4 1669399091.954769
4 receivedTextFrom 3 1669399091.956925
1 sentTextTo 1 1669399091.977932
1 receivedTextFrom 1 1669399091.979832
1 sentTextTo 1 1669399092.000146
1 receivedTextFrom 1 1669399092.001915
1 sentTextTo 1 1669399092.021502
1 receivedTextFrom 1 1669399092.023358
2 sentTextTo 2 1669399092.04576
2 receivedTextFrom 2 1669399092.047692
2 sentTextTo 2 1669399092.068622
2 receivedTextFrom 2 1669399092.07043
