0 SignedUp 1669396783.812443
0 loggedIn 1669396784.323946
1 SignedUp 1669396785.155509
1 loggedIn 1669396785.684243
2 SignedUp 1669396786.619579
2 loggedIn 1669396787.162385
3 SignedUp 1669396788.022748
3 loggedIn 1669396788.573241
4 SignedUp 1669396789.50445
4 loggedIn 1669396790.051951
0 sentTextTo 3 1669396790.623638
3 receivedTextFrom 0 1669396790.62508
0 sentTextTo 3 1669396790.644174
3 receivedTextFrom 0 1669396790.64561
0 sentTextTo 3 1669396790.664758
3 receivedTextFrom 0 1669396790.666177
0 sentTextTo 4 1669396790.686182
4 receivedTextFrom 0 1669396790.689925
0 sentTextTo 4 1669396790.706733
4 receivedTextFrom 0 1669396790.708282
0 sentTextTo 4 1669396790.727428
4 receivedTextFrom 0 1669396790.728891
0 sentTextTo 4 1669396790.747986
4 receivedTextFrom 0 1669396790.749479
0 sentTextTo 4 1669396790.768376
4 receivedTextFrom 0 1669396790.769788
0 sentTextTo 4 1669396790.78887
4 receivedTextFrom 0 1669396790.790294
0 sentTextTo 4 1669396790.809362
4 receivedTextFrom 0 1669396790.810795
0 sentTextTo 4 1669396790.82988
4 receivedTextFrom 0 1669396790.831875
0 sentTextTo 4 1669396790.850616
4 receivedTextFrom 0 1669396790.852127
0 sentTextTo 4 1669396790.871038
4 receivedTextFrom 0 1669396790.872443
1 sentTextTo 0 1669396790.893006
0 receivedTextFrom 1 1669396790.894574
1 sentTextTo 0 1669396790.913642
0 receivedTextFrom 1 1669396790.915219
1 sentTextTo 0 1669396790.934975
0 receivedTextFrom 1 1669396790.936428
1 sentTextTo 0 1669396790.955345
0 receivedTextFrom 1 1669396790.95673
1 sentTextTo 0 1669396790.975762
0 receivedTextFrom 1 1669396790.977181
1 sentTextTo 0 1669396790.996222
0 receivedTextFrom 1 1669396790.998407
1 sentTextTo 0 1669396791.016867
0 receivedTextFrom 1 1669396791.018278
1 sentTextTo 0 1669396791.037338
0 receivedTextFrom 1 1669396791.038748
1 sentTextTo 0 1669396791.057862
0 receivedTextFrom 1 1669396791.059339
1 sentTextTo 0 1669396791.078262
0 receivedTextFrom 1 1669396791.07968
1 sentTextTo 2 1669396791.099884
2 receivedTextFrom 1 1669396791.101448
1 sentTextTo 2 1669396791.120552
2 receivedTextFrom 1 1669396791.122109
1 sentTextTo 2 1669396791.141438
2 receivedTextFrom 1 1669396791.142937
1 sentTextTo 2 1669396791.161897
2 receivedTextFrom 1 1669396791.163522
1 sentTextTo 2 1669396791.182791
2 receivedTextFrom 1 1669396791.184279
1 sentTextTo 2 1669396791.203379
2 receivedTextFrom 1 1669396791.204853
1 sentTextTo 2 1669396791.223855
2 receivedTextFrom 1 1669396791.225319
1 sentTextTo 2 1669396791.244416
2 receivedTextFrom 1 1669396791.245935
1 sentTextTo 2 1669396791.265036
2 receivedTextFrom 1 1669396791.266534
1 sentTextTo 2 1669396791.285641
2 receivedTextFrom 1 1669396791.287136
1 sentTextTo 3 1669396791.307255
3 receivedTextFrom 1 1669396791.308755
1 sentTextTo 3 1669396791.327754
3 receivedTextFrom 1 1669396791.329333
1 sentTextTo 3 1669396791.348406
3 receivedTextFrom 1 1669396791.349951
1 sentTextTo 3 1669396791.368961
3 receivedTextFrom 1 1669396791.370411
1 sentTextTo 3 1669396791.389299
3 receivedTextFrom 1 1669396791.390753
1 sentTextTo 3 1669396791.409987
3 receivedTextFrom 1 1669396791.411463
1 sentTextTo 3 1669396791.428118
3 receivedTextFrom 1 1669396791.429664
1 sentTextTo 3 1669396791.448664
3 receivedTextFrom 1 1669396791.450121
1 sentTextTo 3 1669396791.468508
3 receivedTextFrom 1 1669396791.470042
1 sentTextTo 3 1669396791.488929
3 receivedTextFrom 1 1669396791.490406
1 sentTextTo 4 1669396791.509355
4 receivedTextFrom 1 1669396791.510832
1 sentTextTo 4 1669396791.529952
4 receivedTextFrom 1 1669396791.531481
1 sentTextTo 4 1669396791.549988
4 receivedTextFrom 1 1669396791.551398
1 sentTextTo 4 1669396791.570447
4 receivedTextFrom 1 1669396791.571834
1 sentTextTo 4 1669396791.590947
4 receivedTextFrom 1 1669396791.592328
1 sentTextTo 4 1669396791.611506
4 receivedTextFrom 1 1669396791.612933
1 sentTextTo 4 1669396791.632048
4 receivedTextFrom 1 1669396791.633485
1 sentTextTo 4 1669396791.652669
4 receivedTextFrom 1 1669396791.654073
1 sentTextTo 4 1669396791.673219
4 receivedTextFrom 1 1669396791.674634
1 sentTextTo 4 1669396791.693622
4 receivedTextFrom 1 1669396791.694933
2 sentTextTo 0 1669396791.715585
0 receivedTextFrom 2 1669396791.71715
2 sentTextTo 0 1669396791.736241
0 receivedTextFrom 2 1669396791.737881
2 sentTextTo 0 1669396791.757358
0 receivedTextFrom 2 1669396791.758928
2 sentTextTo 0 1669396791.777598
0 receivedTextFrom 2 1669396791.779031
2 sentTextTo 0 1669396791.798195
0 receivedTextFrom 2 1669396791.799692
2 sentTextTo 0 1669396791.818817
0 receivedTextFrom 2 1669396791.820251
2 sentTextTo 0 1669396791.839368
0 receivedTextFrom 2 1669396791.840789
2 sentTextTo 0 1669396791.859951
0 receivedTextFrom 2 1669396791.861371
2 sentTextTo 0 1669396791.880446
0 receivedTextFrom 2 1669396791.881958
2 sentTextTo 0 1669396791.900982
0 receivedTextFrom 2 1669396791.902454
2 sentTextTo 1 1669396791.922486
1 receivedTextFrom 2 1669396791.924033
2 sentTextTo 1 1669396791.942973
1 receivedTextFrom 2 1669396791.944523
2 sentTextTo 1 1669396791.962298
1 receivedTextFrom 2 1669396791.963819
2 sentTextTo 1 1669396791.980514
1 receivedTextFrom 2 1669396791.98211
2 sentTextTo 1 1669396792.001106
1 receivedTextFrom 2 1669396792.002578
2 sentTextTo 1 1669396792.021679
1 receivedTextFrom 2 1669396792.023137
2 sentTextTo 1 1669396792.042137
1 receivedTextFrom 2 1669396792.043723
2 sentTextTo 1 1669396792.062712
1 receivedTextFrom 2 1669396792.065287
2 sentTextTo 1 1669396792.083305
1 receivedTextFrom 2 1669396792.084908
2 sentTextTo 1 1669396792.102735
1 receivedTextFrom 2 1669396792.104272
2 sentTextTo 3 1669396792.124407
3 receivedTextFrom 2 1669396792.125918
2 sentTextTo 3 1669396792.14382
3 receivedTextFrom 2 1669396792.145321
2 sentTextTo 3 1669396792.164388
3 receivedTextFrom 2 1669396792.16591
2 sentTextTo 3 1669396792.185012
3 receivedTextFrom 2 1669396792.186518
2 sentTextTo 3 1669396792.205825
3 receivedTextFrom 2 1669396792.207351
2 sentTextTo 3 1669396792.22619
3 receivedTextFrom 2 1669396792.22768
2 sentTextTo 3 1669396792.246774
3 receivedTextFrom 2 1669396792.248338
2 sentTextTo 3 1669396792.26732
3 receivedTextFrom 2 1669396792.268802
2 sentTextTo 3 1669396792.287721
3 receivedTextFrom 2 1669396792.289201
2 sentTextTo 3 1669396792.308295
3 receivedTextFrom 2 1669396792.309856
2 sentTextTo 4 1669396792.329951
4 receivedTextFrom 2 1669396792.331532
2 sentTextTo 4 1669396792.350709
4 receivedTextFrom 2 1669396792.352162
2 sentTextTo 4 1669396792.371257
4 receivedTextFrom 2 1669396792.372825
2 sentTextTo 4 1669396792.391939
4 receivedTextFrom 2 1669396792.393507
2 sentTextTo 4 1669396792.412412
4 receivedTextFrom 2 1669396792.41383
2 sentTextTo 4 1669396792.432939
4 receivedTextFrom 2 1669396792.434379
2 sentTextTo 4 1669396792.453495
4 receivedTextFrom 2 1669396792.454931
2 sentTextTo 4 1669396792.47402
4 receivedTextFrom 2 1669396792.475528
2 sentTextTo 4 1669396792.494538
4 receivedTextFrom 2 1669396792.496027
2 sentTextTo 4 1669396792.515153
4 receivedTextFrom 2 1669396792.516705
3 sentTextTo 0 1669396792.537368
0 receivedTextFrom 3 1669396792.53888
3 sentTextTo 0 1669396792.557886
0 receivedTextFrom 3 1669396792.559366
3 sentTextTo 0 1669396792.579099
0 receivedTextFrom 3 1669396792.580613
3 sentTextTo 0 1669396792.59977
0 receivedTextFrom 3 1669396792.601192
3 sentTextTo 0 1669396792.620238
0 receivedTextFrom 3 1669396792.621728
3 sentTextTo 0 1669396792.640751
0 receivedTextFrom 3 1669396792.642153
3 sentTextTo 0 1669396792.661278
0 receivedTextFrom 3 1669396792.662646
3 sentTextTo 0 1669396792.680893
0 receivedTextFrom 3 1669396792.682513
3 sentTextTo 0 1669396792.7015
0 receivedTextFrom 3 1669396792.702924
3 sentTextTo 0 1669396792.722097
0 receivedTextFrom 3 1669396792.723466
3 sentTextTo 1 1669396792.743715
1 receivedTextFrom 3 1669396792.745283
3 sentTextTo 1 1669396792.764335
1 receivedTextFrom 3 1669396792.766007
3 sentTextTo 1 1669396792.785017
1 receivedTextFrom 3 1669396792.786499
3 sentTextTo 1 1669396792.805554
1 receivedTextFrom 3 1669396792.807082
3 sentTextTo 1 1669396792.826121
1 receivedTextFrom 3 1669396792.827657
3 sentTextTo 1 1669396792.844741
1 receivedTextFrom 3 1669396792.84613
3 sentTextTo 1 1669396792.865225
1 receivedTextFrom 3 1669396792.866876
3 sentTextTo 1 1669396792.885895
1 receivedTextFrom 3 1669396792.887393
3 sentTextTo 1 1669396792.906305
1 receivedTextFrom 3 1669396792.907746
3 sentTextTo 1 1669396792.926766
1 receivedTextFrom 3 1669396792.928229
3 sentTextTo 2 1669396792.947548
2 receivedTextFrom 3 1669396792.94911
3 sentTextTo 2 1669396792.968234
2 receivedTextFrom 3 1669396792.969834
3 sentTextTo 2 1669396792.988801
2 receivedTextFrom 3 1669396792.990229
3 sentTextTo 2 1669396793.009465
2 receivedTextFrom 3 1669396793.010977
3 sentTextTo 2 1669396793.029138
2 receivedTextFrom 3 1669396793.031167
3 sentTextTo 2 1669396793.049693
2 receivedTextFrom 3 1669396793.051172
3 sentTextTo 2 1669396793.07033
2 receivedTextFrom 3 1669396793.071807
3 sentTextTo 2 1669396793.090805
2 receivedTextFrom 3 1669396793.092325
3 sentTextTo 2 1669396793.111297
2 receivedTextFrom 3 1669396793.11274
3 sentTextTo 2 1669396793.13094
2 receivedTextFrom 3 1669396793.132514
3 sentTextTo 4 1669396793.15255
4 receivedTextFrom 3 1669396793.154065
3 sentTextTo 4 1669396793.173156
4 receivedTextFrom 3 1669396793.174698
3 sentTextTo 4 1669396793.193729
4 receivedTextFrom 3 1669396793.195264
3 sentTextTo 4 1669396793.214303
4 receivedTextFrom 3 1669396793.215932
3 sentTextTo 4 1669396793.234843
4 receivedTextFrom 3 1669396793.236298
3 sentTextTo 4 1669396793.252751
4 receivedTextFrom 3 1669396793.25422
3 sentTextTo 4 1669396793.273529
4 receivedTextFrom 3 1669396793.27501
3 sentTextTo 4 1669396793.294004
4 receivedTextFrom 3 1669396793.295446
3 sentTextTo 4 1669396793.31375
4 receivedTextFrom 3 1669396793.315256
3 sentTextTo 4 1669396793.334381
4 receivedTextFrom 3 1669396793.335852
4 sentTextTo 0 1669396793.357013
0 receivedTextFrom 4 1669396793.358522
4 sentTextTo 0 1669396793.377546
0 receivedTextFrom 4 1669396793.378961
4 sentTextTo 0 1669396793.398753
0 receivedTextFrom 4 1669396793.400352
4 sentTextTo 0 1669396793.419398
0 receivedTextFrom 4 1669396793.420811
4 sentTextTo 0 1669396793.439942
0 receivedTextFrom 4 1669396793.441409
4 sentTextTo 0 1669396793.46045
0 receivedTextFrom 4 1669396793.461901
4 sentTextTo 0 1669396793.481015
0 receivedTextFrom 4 1669396793.482515
4 sentTextTo 0 1669396793.501642
0 receivedTextFrom 4 1669396793.503159
4 sentTextTo 0 1669396793.522399
0 receivedTextFrom 4 1669396793.523822
4 sentTextTo 0 1669396793.542866
0 receivedTextFrom 4 1669396793.54439
4 sentTextTo 1 1669396793.564431
1 receivedTextFrom 4 1669396793.565935
4 sentTextTo 1 1669396793.585044
1 receivedTextFrom 4 1669396793.586499
4 sentTextTo 1 1669396793.605646
1 receivedTextFrom 4 1669396793.607115
4 sentTextTo 1 1669396793.625545
1 receivedTextFrom 4 1669396793.626953
4 sentTextTo 1 1669396793.645941
1 receivedTextFrom 4 1669396793.647433
4 sentTextTo 1 1669396793.666701
1 receivedTextFrom 4 1669396793.668148
4 sentTextTo 1 1669396793.687229
1 receivedTextFrom 4 1669396793.688756
4 sentTextTo 1 1669396793.707788
1 receivedTextFrom 4 1669396793.709191
4 sentTextTo 1 1669396793.728249
1 receivedTextFrom 4 1669396793.729703
4 sentTextTo 1 1669396793.748927
1 receivedTextFrom 4 1669396793.75037
4 sentTextTo 2 1669396793.770326
2 receivedTextFrom 4 1669396793.772
4 sentTextTo 2 1669396793.790934
2 receivedTextFrom 4 1669396793.792467
4 sentTextTo 2 1669396793.811441
2 receivedTextFrom 4 1669396793.81294
4 sentTextTo 2 1669396793.8309
2 receivedTextFrom 4 1669396793.832621
4 sentTextTo 2 1669396793.851534
2 receivedTextFrom 4 1669396793.853013
4 sentTextTo 2 1669396793.872005
2 receivedTextFrom 4 1669396793.873496
4 sentTextTo 2 1669396793.892613
2 receivedTextFrom 4 1669396793.894069
4 sentTextTo 2 1669396793.913074
2 receivedTextFrom 4 1669396793.91558
4 sentTextTo 2 1669396793.933731
2 receivedTextFrom 4 1669396793.935233
4 sentTextTo 2 1669396793.954219
2 receivedTextFrom 4 1669396793.955674
4 sentTextTo 3 1669396793.975825
3 receivedTextFrom 4 1669396793.977373
4 sentTextTo 3 1669396793.996309
3 receivedTextFrom 4 1669396793.998931
4 sentTextTo 3 1669396794.016862
3 receivedTextFrom 4 1669396794.018376
4 sentTextTo 3 1669396794.036209
3 receivedTextFrom 4 1669396794.037678
4 sentTextTo 3 1669396794.056796
3 receivedTextFrom 4 1669396794.058287
4 sentTextTo 3 1669396794.077173
3 receivedTextFrom 4 1669396794.078681
4 sentTextTo 3 1669396794.097483
3 receivedTextFrom 4 1669396794.099078
4 sentTextTo 3 1669396794.118191
3 receivedTextFrom 4 1669396794.119677
4 sentTextTo 3 1669396794.138695
3 receivedTextFrom 4 1669396794.140127
4 sentTextTo 3 1669396794.159284
3 receivedTextFrom 4 1669396794.160749
